"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"160
Heredity","001","","84","2.548","13.1","4.8","33.3","7.1","28.6","10.7","2.4",".",".",".",".",".",".",".",".","."
"299","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","071","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","8","3.031","62.5","12.5","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"466
General Genetics","001","","164","2.810","15.9","7.3","32.9","18.3","22.6","0.6","1.8","0.6",".",".",".",".",".",".",".","."
"607
Advanced Bacterial Genetics","001","","15","3.700","53.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"610
Quantitative Genetics","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"677","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"677","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"677","006","","23","3.735","82.6",".","13.0",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics in Genetics","Course Total","","30","3.720","76.7","3.3","16.7",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"681","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"699","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","7","3.912","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Advanced Genetics","001","","24","3.609","41.7","37.5","12.5","4.2",".",".",".","4.2",".",".",".",".",".",".",".","."
"951
Seminar in Animal Breeding","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"957
Seminar-Plant Breeding","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","14","4.000","57.1",".",".",".",".",".",".","21.4",".",".",".","21.4",".",".",".","."
"990","034","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","6","4.000","16.7",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","."
"990","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","070","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 25 of 370"
