"Research","Course Total","8","4.000","75.0",".",".",".",".",".",".","12.5","",".",".","",".","12.5",".",".",".","."
"","999
020","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
030","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Research","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"L SC COM
120","Dept. Total","366","3.435","40.7","26.8","22.4","6.0","1.1","0.3","1.4","0.3","",".","0.3","",".","0.3","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","85","3.476","36.5","32.9","22.4","7.1","1.2",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","51","3.454","51.0","17.6","19.6","7.8","2.0","2.0",".",".","",".",".","",".",".",".",".",".","."
"Junior","","67","3.330","37.3","25.4","28.4","4.5","1.5",".","3.0",".","",".",".","",".",".",".",".",".","."
"Senior","","127","3.370","31.5","34.6","24.4","7.1","0.8",".","1.6",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","330","3.403","37.0","29.7","23.9","6.7","1.2","0.3","1.2",".","",".",".","",".",".",".",".",".","."
"Special","","8","2.813","25.0",".","37.5",".",".",".","12.5",".","",".",".","",".",".","25.0",".",".","."
"Graduate","","28","4.000","89.3",".",".",".",".",".",".","3.6","",".","3.6","",".","3.6",".",".",".","."
"","Dept. Total","366","3.435","40.7","26.8","22.4","6.0","1.1","0.3","1.4","0.3","",".","0.3","",".","0.3","0.5",".",".","."
