"","990
017","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
020","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
022","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","16","4.000","68.8",".",".",".",".",".",".","31.3","",".",".","",".","",".","",".",".",".","."
"PHYSIOL
762","Dept. Total","538","2.784","22.9","4.1","31.4","4.8","29.0","5.2","0.9","1.3","",".",".","",".","",".","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","1.000",".",".",".",".",".","100.0",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","136","2.482","11.0","5.9","26.5","5.1","41.9","7.4","2.2",".","",".",".","",".","",".","",".",".",".","."
"Junior","","167","2.815","21.6","3.0","37.1","7.2","25.7","4.2","1.2",".","",".",".","",".","",".","",".",".",".","."
"Senior","","98","2.871","27.6","5.1","31.6","2.0","25.5","7.1",".",".","",".",".","",".","",".","",".","1.0",".","."
"Undergraduates","","402","2.710","19.4","4.5","32.1","5.2","31.1","6.2","1.2",".","",".",".","",".","",".","",".","0.2",".","."
"Special","","18","2.971","27.8",".","38.9","5.6","16.7","5.6",".",".","",".",".","",".","",".","",".","5.6",".","."
"Graduate","","26","3.860","61.5","3.8","7.7",".",".",".",".","26.9","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","92","2.912","26.1","3.3","33.7","4.3","30.4","2.2",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","92","2.912","26.1","3.3","33.7","4.3","30.4","2.2",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","538","2.784","22.9","4.1","31.4","4.8","29.0","5.2","0.9","1.3","",".",".","",".","",".","",".","0.4",".","."
