"","032
990","6","4.000","33.3",".",".",".",".",".",".","33.3",".","",".",".","","33.3",".",".",".","."
"","990
033","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
034","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","66","4.000","48.5",".",".",".",".",".",".","27.3","",".",".","",".","24.2",".",".",".","."
"FOOD SCI
390","Dept. Total","801","3.154","25.6","20.6","23.5","10.1","8.4","1.5","0.2","2.9","",".","5.0","",".","2.0","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","53","2.712","13.2","13.2","26.4","11.3","9.4","3.8","3.8",".","",".","18.9","",".",".",".",".",".","."
"Sophomore","","135","2.849","11.1","17.8","32.6","15.6","17.0","3.0",".",".","",".","3.0","",".",".",".",".",".","."
"Junior","","202","2.985","19.8","17.8","26.2","15.8","10.4","1.5",".",".","",".","8.4","",".",".",".",".",".","."
"Senior","","272","3.250","31.6","25.7","23.5","7.4","6.6","1.1",".","1.1","",".","2.9","",".",".",".",".",".","."
"Undergraduates","","662","3.042","22.4","20.7","26.4","11.9","10.1","1.8","0.3","0.5","",".","5.9","",".",".",".",".",".","."
"Special","","8","3.438","25.0","25.0","25.0",".",".",".",".","12.5","",".","12.5","",".",".",".",".",".","."
"Graduate","","131","3.809","42.0","19.8","8.4","1.5",".",".",".","14.5","",".",".","",".","12.2","1.5",".",".","."
"","Dept. Total","801","3.154","25.6","20.6","23.5","10.1","8.4","1.5","0.2","2.9","",".","5.0","",".","2.0","0.2",".",".","."
