"","999
007","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
010","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
029","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","",""
"M E
612","Dept. Total","2196","3.180","31.2","18.9","20.2","9.6","10.0","2.1","1.4","5.3","0.0",".","",".","0.8","0.2","0.1","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","54","3.217","27.8","24.1","25.9","11.1","9.3","1.9",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","195","2.980","25.1","23.1","25.1","8.2","12.3","3.6","2.6",".",".",".","",".",".",".",".",".","."
"Junior","","473","2.799","21.1","16.5","22.4","16.9","16.7","3.4","3.0",".",".",".","",".",".",".",".",".","."
"Senior","","872","3.043","23.5","22.1","26.0","11.6","12.6","2.5","1.1","0.1",".",".","",".",".",".","0.3",".","."
"Undergraduates","","1594","2.969","23.1","20.6","24.8","12.7","13.7","2.9","1.8","0.1",".",".","",".",".",".","0.2",".","."
"Special","","55","3.405","41.8","25.5","14.5","3.6","1.8",".","3.6","5.5",".",".","",".",".","3.6",".",".","."
"Graduate","","549","3.819","53.7","13.1","7.3","0.9",".",".",".","20.6","0.2",".","",".","3.3","0.5",".","0.2","0.2"
"","Dept. Total","2198","3.180","31.3","18.9","20.2","9.6","10.0","2.1","1.4","5.3","0.0",".","",".","0.8","0.2","0.1","0.0","0.0"
