"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","112
048","21","2.452","23.8","4.8","4.8","9.5","47.6",".","9.5",".",".",".",".",".",".",".",".","."
"","112
050","27","2.222","3.7",".","22.2","22.2","37.0","11.1","3.7",".",".",".",".",".",".",".",".","."
"","051
112","22","2.455","18.2","9.1","13.6","9.1","36.4","4.5","9.1",".",".",".",".",".",".",".",".","."
"","112
054","22","1.405","4.5",".",".","4.5","45.5","13.6","27.3",".",".",".",".",".",".","4.5",".","."
"","112
056","21","2.571","4.8","19.0","38.1","9.5","14.3","4.8","9.5",".",".",".",".",".",".",".",".","."
"","112
057","19","2.158","15.8","10.5",".","21.1","26.3","10.5","15.8",".",".",".",".",".",".",".",".","."
"","112
059","20","2.150","10.0","5.0","10.0","5.0","50.0","15.0","5.0",".",".",".",".",".",".",".",".","."
"","112
060","22","2.114",".","13.6","18.2","18.2","27.3","9.1","13.6",".",".",".",".",".",".",".",".","."
"","112
061","27","2.296","18.5","7.4","14.8",".","37.0","11.1","11.1",".",".",".",".",".",".",".",".","."
"","112
062","23","2.500","17.4","13.0","13.0","17.4","21.7","8.7","8.7",".",".",".",".",".",".",".",".","."
"","112
065","17","2.206","11.8","5.9","11.8","11.8","29.4","29.4",".",".",".",".",".",".",".",".",".","."
"","112
066","10","2.200",".",".","20.0","40.0","30.0",".","10.0",".",".",".",".",".",".",".",".","."
"","112
067","17","2.176","11.8",".","5.9","23.5","47.1",".","11.8",".",".",".",".",".",".",".",".","."
"","112
068","22","2.250","4.5","4.5","13.6","18.2","50.0","4.5","4.5",".",".",".",".",".",".",".",".","."
"","112
069","16","2.531","18.8",".","37.5","6.3","18.8","12.5","6.3",".",".",".",".",".",".",".",".","."
"","070
112","16","2.031","6.3","6.3","18.8",".","37.5","25.0","6.3",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","1086","2.273","12.2","6.7","14.8","13.1","32.8","11.9","8.4",".",".",".",".",".",".","0.1",".","."
"","001
113","16","2.719","12.5","6.3","37.5","12.5","25.0","6.3",".",".",".",".",".",".",".",".",".","."
"","113
002","17","2.147","11.8","5.9","17.6","11.8","23.5","17.6","11.8",".",".",".",".",".",".",".",".","."
"","113
004","12","1.583",".",".","16.7",".","33.3","41.7","8.3",".",".",".",".",".",".",".",".","."
"","005
113","16","2.469","6.3","12.5","31.3","6.3","25.0","18.8",".",".",".",".",".",".",".",".",".","."
"","113
006","17","2.618","11.8","5.9","41.2","11.8","17.6","5.9","5.9",".",".",".",".",".",".",".",".","."
"","113
010","13","2.654","23.1","15.4","23.1","7.7","7.7","15.4","7.7",".",".",".",".",".",".",".",".","."
"","113
011","17","1.912","17.6","11.8","5.9","5.9",".","47.1","11.8",".",".",".",".",".",".",".",".","."
"","012
113","15","2.000","13.3",".","33.3",".","13.3","20.0","20.0",".",".",".",".",".",".",".",".","."
"","013
113","17","1.618",".","5.9","17.6",".","23.5","41.2","11.8",".",".",".",".",".",".",".",".","."
"","015
113","35","2.379","11.4","11.4","2.9","14.3","40.0","14.3",".",".",".",".",".",".",".","2.9",".","2.9"
"","113
016","20","2.575","25.0","5.0","25.0","10.0","15.0","10.0","10.0",".",".",".",".",".",".",".",".","."
"","113
017","13","1.346",".",".","7.7","7.7","30.8","30.8","23.1",".",".",".",".",".",".",".",".","."
"","113
018","18","2.389","5.6",".","33.3","22.2","27.8","5.6","5.6",".",".",".",".",".",".",".",".","."
"","113
020","12","1.792",".","8.3","16.7",".","41.7","16.7","16.7",".",".",".",".",".",".",".",".","."
"","113
021","9","2.333","11.1","22.2","22.2",".","22.2",".","22.2",".",".",".",".",".",".",".",".","."
"","022
113","19","2.842","31.6","5.3","15.8","5.3","36.8","5.3",".",".",".",".",".",".",".",".",".","."
"","113
023","17","2.382","5.9",".","41.2","17.6","17.6","11.8","5.9",".",".",".",".",".",".",".",".","."
"","113
026","17","1.853","5.9",".","23.5","5.9","23.5","29.4","11.8",".",".",".",".",".",".",".",".","."
"","113
027","29","2.397","13.8","13.8","13.8","10.3","27.6","13.8","6.9",".",".",".",".",".",".",".",".","."
"","113
028","14","2.429",".","7.1","35.7","7.1","42.9","7.1",".",".",".",".",".",".",".",".",".","."
"","029
113","15","2.600","26.7","6.7","6.7","6.7","40.0","13.3",".",".",".",".",".",".",".",".",".","."
"","113
032","15","1.500","6.7",".","6.7",".","33.3","26.7","20.0",".",".",".",".",".",".","6.7",".","."
"","113
033","13","2.346","7.7","7.7","23.1","15.4","30.8","7.7","7.7",".",".",".",".",".",".",".",".","."
"","113
034","17","2.824","23.5","5.9","41.2","5.9","5.9","17.6",".",".",".",".",".",".",".",".",".","."
"","113
035","19","3.028","36.8","15.8","21.1",".","5.3","10.5","5.3",".","5.3",".",".",".",".",".",".","."
"","113
038","14","2.321","21.4",".","21.4","7.1","28.6","7.1","14.3",".",".",".",".",".",".",".",".","."
"","039
113","16","2.969","31.3",".","31.3","6.3","31.3",".",".",".",".",".",".",".",".",".",".","."
"","042
113","11","2.400","18.2",".","18.2",".","36.4","18.2",".","9.1",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","463","2.330","14.0","6.5","21.8","7.8","25.3","16.2","7.3","0.2","0.2",".",".",".",".","0.4",".","0.2"
