"","990
017","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
039","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
079","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","5","***","","","","","","","","","","","","","","","","","","","",""
"R M I
241","Dept. Total","306","3.086","19.9","17.0","41.2","11.8","5.6","2.9","0.7","0.7","",".",".","",".","",".","",".","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","3.000",".","25.0","50.0","25.0",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","143","3.091","17.5","17.5","44.8","11.9","5.6","2.8",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","128","2.996","15.6","17.2","41.4","13.3","7.0","3.1","1.6",".","",".",".","",".","",".","",".","0.8",".","."
"Undergraduates","","279","3.045","16.1","17.6","43.4","12.9","6.1","2.9","0.7",".","",".",".","",".","",".","",".","0.4",".","."
"Special","","3","4.000","33.3",".",".",".",".",".",".","66.7","",".",".","",".","",".","",".",".",".","."
"Graduate","","24","3.578","62.5","12.5","20.8",".",".","4.2",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","306","3.086","19.9","17.0","41.2","11.8","5.6","2.9","0.7","0.7","",".",".","",".","",".","",".","0.3",".","."
