"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"","349
003","","13","3.231","15.4","30.8","38.5","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","349
004","","15","2.733",".",".","66.7","26.7",".","6.7",".",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","","54","2.917","3.7","14.8","57.4","16.7","3.7","3.7",".",".",".",".",".",".",".",".",".","."
"Advanced Graphic Analysis","350
001","","21","3.619","52.4","33.3","4.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","361
001","","21","2.571","9.5","19.0","9.5","19.0","38.1",".","4.8",".",".",".",".",".",".",".",".","."
"","002
361","","24","2.646","8.3","16.7","29.2","20.8","16.7",".","8.3",".",".",".",".",".",".",".",".","."
"","003
361","","27","2.444","22.2","7.4","3.7","29.6","14.8","14.8","7.4",".",".",".",".",".",".",".",".","."
"","361
004","","27","2.315","11.1","7.4",".","18.5","55.6","3.7","3.7",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","","99","2.485","13.1","12.1","10.1","22.2","31.3","5.1","6.1",".",".",".",".",".",".",".",".","."
"","363
001","","24","2.688","20.8","8.3","33.3","4.2","16.7","12.5","4.2",".",".",".",".",".",".",".",".","."
"","002
363","","30","2.950","20.0","16.7","30.0","6.7","23.3","3.3",".",".",".",".",".",".",".",".",".","."
"","003
363","","21","3.262","33.3","33.3","19.0",".","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","","75","2.953","24.0","18.7","28.0","4.0","17.3","5.3","2.7",".",".",".",".",".",".",".",".","."
"","001
364","","28","2.463","14.3",".","35.7","3.6","32.1",".","10.7","3.6",".",".",".",".",".",".",".","."
"","002
364","","27","2.963","25.9","7.4","29.6","7.4","29.6",".",".",".",".",".",".",".",".",".",".","."
"","364
003","","25","2.740","16.0","8.0","36.0","4.0","32.0",".","4.0",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","","80","2.722","18.8","5.0","33.8","5.0","31.3",".","5.0","1.3",".",".",".",".",".",".",".","."
"Engr Measurements Lab","368
001","","85","2.924","20.0","12.9","32.9","16.5","10.6","5.9","1.2",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","","62","2.798","6.5","22.6","27.4","14.5","27.4","1.6",".",".",".",".",".",".",".",".",".","."
"Mechanical Dissection","379
001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Polymer Processing","417
001","","20","3.475","45.0","30.0","15.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".","."
"","418
001","","35","3.515","42.9","28.6","14.3",".","8.6",".",".",".",".",".",".",".",".","5.7",".","."
"","418
002","","12","3.542","66.7",".","16.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Engr Design with Polymers","Course Total","","47","3.522","48.9","21.3","14.9","2.1","8.5",".",".",".",".",".",".",".",".","4.3",".","."
"Stat Expermntl Design-Engrs","001
424","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Metal Cutting","429
001","","20","3.675","50.0","35.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Weld Proc&Matrl Selectn","437
001","","42","3.512","38.1","31.0","23.8","2.4","2.4",".",".",".",".",".",".",".",".","2.4",".","."
"Dynamic Problems in Design","440
001","","22","3.952","86.4","9.1",".",".",".",".",".","4.5",".",".",".",".",".",".",".","."
"Design Problems-Elasticity","444
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","446
001","","21","3.333","42.9","19.0","14.3","9.5","14.3",".",".",".",".",".",".",".",".",".",".","."
"","446
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Automatic Controls","Course Total","","25","3.354","36.0","28.0","12.0","8.0","12.0",".",".","4.0",".",".",".",".",".",".",".","."
"Kinemtcs&Dynmcs-Machine Sys","451
001","","21","3.850","81.0","4.8","4.8","4.8",".",".",".","4.8",".",".",".",".",".",".",".","."
"Internal Combustion Engines","469
001","","35","3.186","25.7","20.0","28.6","17.1","8.6",".",".",".",".",".",".",".",".",".",".","."
"","491
006","","8","2.813","12.5","12.5","37.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".","."
"","491
014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
050","","14","3.648","78.6","7.1","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","24","3.321","58.3","8.3","16.7","8.3","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","492
006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","492
050","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects II","Course Total","","6","3.382","66.7","16.7",".",".",".","16.7",".",".",".",".",".",".",".",".",".","."
"Facilities Planning","510
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 130 of 370",""
