"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"632","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Life Drawing II","Course Total","","8","3.870","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"644
Advanced Art Metal II","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"674","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"674","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics on Afro-Amer Artists","Course Total","","7","3.429","57.1",".","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"699","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","14","3.500","71.4","21.4",".",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"699","007","","17","3.645","47.1","41.2","5.9",".",".",".",".",".",".",".",".",".",".","5.9",".","."
"699","008","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","21","4.000","95.2",".",".",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"699","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","16","3.574","62.5","12.5","12.5",".",".","6.3",".",".",".",".",".",".","6.3",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","14","3.914","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","058","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","067","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","201","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","203","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","149","3.825","79.2","10.7","5.4",".",".","0.7","1.3",".",".",".",".",".","2.0","0.7",".","."
"722","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"722","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate Painting I","Course Total","","2","***","","","","","","","","","","","","","","","",""
"726
Grad Intaglio Printmaking I","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"826
Grad Intaglio Printmakng II","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"908","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","003","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","004","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","51","3.980","96.1",".","2.0",".",".",".",".",".",".",".",".",".",".",".",".","2.0"
"912","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"912","042","","8","3.800","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 77 of 370"
