"","990
120","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
146","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","22","3.976","77.3","4.5",".",".",".",".",".","13.6",".",".","",".","4.5","",".",".",".","."
"Statistical Consulting","998
001","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".","",".",".","",".",".","."
"STAT
932","Dept. Total","1524","3.274","34.6","22.0","25.1","6.6","7.2","1.7","1.5","1.0","0.1","0.1","",".","0.1","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","2.689","6.7","13.3","53.3","6.7","6.7","6.7","6.7",".",".",".","",".",".","",".",".",".","."
"Sophomore","","263","3.062","23.2","18.3","34.2","8.4","10.3","3.4","2.3",".",".",".","",".",".","",".",".",".","."
"Junior","","437","3.133","27.9","18.3","29.1","9.8","11.7","1.6","1.4","0.2",".",".","",".",".","",".",".",".","."
"Senior","","268","3.138","32.1","17.9","24.3","9.3","9.0","2.6","3.0","1.5","0.4",".","",".",".","",".",".",".","."
"Undergraduates","","983","3.107","27.5","18.1","29.5","9.3","10.5","2.4","2.1","0.5","0.1",".","",".",".","",".",".",".","."
"Special","","46","3.344","39.1","21.7","19.6","4.3","4.3","2.2","2.2","4.3",".",".","",".",".","",".","2.2",".","."
"Graduate","","380","3.628","49.2","30.0","15.8","0.8","0.8","0.3","0.3","2.1",".","0.5","",".","0.3","",".",".",".","."
"Prof Yr 1","","108","3.546","42.6","30.6","21.3","4.6","0.9",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","6","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","115","3.574","46.1","28.7","20.0","4.3","0.9",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","1524","3.274","34.6","22.0","25.1","6.6","7.2","1.7","1.5","1.0","0.1","0.1","",".","0.1","",".","0.1",".","."
