"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","10467","3.240","34.1","21.0","20.4","8.0","8.2","1.7","1.1","3.7","0.0","0.2",".","1.0","0.2","0.3","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","723","3.374","29.3","38.7","21.6","5.1","2.4","1.1","0.8","0.1",".",".",".",".","0.1","0.6",".","0.1"
"Sophomore","","969","2.945","26.0","18.1","27.5","9.7","12.5","3.3","2.6",".",".","0.1",".",".",".","0.3",".","."
"Junior","","2121","2.972","24.6","19.4","25.7","12.0","13.5","2.6","1.7","0.1",".","0.1",".",".","0.1","0.1",".","."
"Senior","","3922","3.135","30.4","22.5","22.5","9.9","10.5","2.0","1.2","0.2",".","0.2",".","0.0",".","0.5",".","."
"Undergraduates","","7735","3.084","28.2","22.6","23.9","10.0","10.8","2.3","1.5","0.2",".","0.1",".","0.0","0.0","0.4",".","0.0"
"Special","","248","3.514","39.1","21.4","14.1","4.0","1.2","0.4","0.8","7.3",".","3.6",".","0.4","4.4",".","2.8","0.4"
"Graduate","","2585","3.730","50.3","15.5","9.6","1.8","0.7",".",".","14.0","0.2","3.4","0.0","4.0","0.3","0.0","0.1","0.2"
"","College Total","10568","3.240","33.8","20.8","20.2","7.9","8.1","1.7","1.1","3.7","0.0","1.0","0.0","1.0","0.2","0.3","0.1","0.1"
