"","999
056","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
061","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
070","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","6","4.000","83.3",".",".",".",".",".",".",".","",".",".",".","16.7",".",".",".","."
"E C E
320","Dept. Total","2401","3.235","34.3","22.4","21.7","7.5","7.9","1.4","1.4","2.0","",".",".",".","1.0","0.3","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","2.000","28.6","28.6","14.3",".","14.3",".","14.3",".","",".",".",".",".",".",".",".","."
"Sophomore","","189","3.037","26.5","20.1","31.2","12.2","6.9","1.1","1.6",".","",".",".",".",".",".","0.5",".","."
"Junior","","649","2.977","25.6","21.7","27.0","8.8","11.9","2.3","2.5","0.2","",".",".",".",".",".","0.2",".","."
"Senior","","991","3.172","33.1","24.0","21.3","9.0","9.2","1.6","1.4","0.1","",".","0.1",".","0.1",".","0.1",".","."
"Undergraduates","","1836","3.086","29.7","22.8","24.3","9.2","9.9","1.8","1.9","0.1","",".","0.1",".","0.1",".","0.2",".","."
"Special","","46","3.580","34.8","23.9","15.2",".","2.2",".",".","10.9","",".",".",".",".","13.0",".",".","."
"Graduate","","608","3.692","42.9","17.6","11.2","1.8","1.0",".",".","6.9","",".","14.1","0.2","3.8","0.2",".",".","0.3"
"","Dept. Total","2490","3.235","33.1","21.6","20.9","7.2","7.6","1.3","1.4","2.0","",".","3.5","0.0","1.0","0.3","0.1",".","0.1"
