"Grad Studies in Med Ethics","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reading and Research","890
002","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research Smr in Med History","902
001","","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Bioethics and the Law","905
001","","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MED HIST
452","Dept. Total","","73","3.592","47.9","21.9","12.3","5.5","1.4","",".","1.4","9.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","6","3.250","33.3",".","50.0","16.7",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","14","3.465","42.9","21.4","21.4","14.3",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","27","3.599","44.4","40.7","7.4","3.7","3.7","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","47","3.514","42.6","29.8","17.0","8.5","2.1","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","4","3.313","50.0","25.0",".",".",".","",".","25.0",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","21","3.913","57.1","4.8","4.8",".",".","",".",".","33.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","73","3.592","47.9","21.9","12.3","5.5","1.4","",".","1.4","9.6","",".",".","",".","",".","",".",".",".","."
