"International Business","Course Total","433","2.978","21.9","17.3","19.9","22.2","15.2","1.8","0.9","0.7","",".",".","",".","",".","",".",".",".","."
"Spanish for Business","329
001","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Econ Problems-Latin America","462
001","6","3.400","16.7","33.3","33.3",".",".",".",".","16.7",".","",".",".","",".","",".","",".",".","."
"PhD Thesis-Intl Business","990
006","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTL BUS
235","Dept. Total","443","2.987","22.1","17.4","20.3","21.7","14.9","1.8","0.9","0.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","65","2.700","12.3","12.3","26.2","16.9","27.7","1.5","3.1",".","",".",".","",".","",".","",".",".",".","."
"Junior","","207","3.060","25.1","15.9","21.7","23.2","13.0","0.5","0.5",".","",".",".","",".","",".","",".",".",".","."
"Senior","","161","2.984","20.5","19.9","17.4","23.0","13.0","3.7",".","2.5","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","434","2.979","21.4","17.1","20.7","22.1","15.2","1.8","0.7","0.9","",".",".","",".","",".","",".",".",".","."
"Special","","8","3.313","50.0","37.5",".",".",".",".","12.5",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","443","2.987","22.1","17.4","20.3","21.7","14.9","1.8","0.9","0.9","",".",".","",".","",".","",".",".",".","."
