"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","142","3.412","48.6","23.2","8.5","4.2","9.9","",".","1.4","0.7","",".",".","",".","2.8","",".","0.7",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","2.800","26.7","13.3","20.0",".","33.3","",".","6.7",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","9","3.250","44.4","22.2","11.1",".","22.2","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","28","3.415","53.6","25.0","7.1",".","14.3","",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","32","3.078","25.0","25.0","15.6","15.6","9.4","",".","3.1","3.1","",".",".","",".",".","",".","3.1",".","."
"Undergraduates","","84","3.148","36.9","22.6","13.1","6.0","16.7","",".","2.4","1.2","",".",".","",".",".","",".","1.2",".","."
"Special","","2","3.250",".","50.0","50.0",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","55","3.833","67.3","23.6",".","1.8",".","",".",".",".","",".",".","",".","7.3","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","142","3.412","48.6","23.2","8.5","4.2","9.9","",".","1.4","0.7","",".",".","",".","2.8","",".","0.7",".","."
