"","990
021","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
030","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
037","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","10","4.000","50.0",".",".",".",".",".","",".","50.0","",".",".","",".","",".","",".",".",".","."
"S&A PHM
732","Dept. Total","191","3.406","37.7","21.5","18.8","13.1","5.2","0.5","",".","3.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"732
S&A PHM","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","7","3.500","57.1","14.3","14.3",".","14.3",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","44","3.711","70.5","13.6","9.1","2.3","4.5",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","7","3.725","42.9","57.1",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","58","3.689","65.5","19.0","8.6","1.7","5.2",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","22","4.000","72.7",".",".",".",".",".","",".","27.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","111","3.118","16.2","27.0","27.9","21.6","6.3","0.9","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","111","3.118","16.2","27.0","27.9","21.6","6.3","0.9","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","191","3.406","37.7","21.5","18.8","13.1","5.2","0.5","",".","3.1","",".",".","",".","",".","",".",".",".","."
