"","990
031","4","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
042","4","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
044","3","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Individual Research","Course Total","32","4.000","31.3",".",".",".",".",".",".","65.6","3.1",".","",".","",".",".",".",".","."
"FRENCH
400","Dept. Total","1426","3.481","40.5","29.9","17.8","4.5","2.5","0.4","0.8","2.9","0.1",".","",".","",".","0.1","0.4","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","548","3.522","40.9","35.2","17.2","3.8","1.5","0.4","0.7",".",".",".","",".","",".",".","0.2",".","0.2"
"Sophomore","","269","3.365","33.5","31.2","24.5","4.8","3.3","0.7","1.5",".",".",".","",".","",".",".","0.4",".","."
"Junior","","241","3.457","37.8","30.7","21.2","7.1","2.1","0.4",".","0.8",".",".","",".","",".",".",".",".","."
"Senior","","227","3.398","42.3","23.8","17.6","5.7","5.3","0.4","1.3","1.8",".",".","",".","",".",".","1.8",".","."
"Undergraduates","","1285","3.457","39.0","31.5","19.5","5.0","2.6","0.5","0.9","0.5",".",".","",".","",".",".","0.5",".","0.1"
"Special","","23","3.643","56.5","17.4","4.3",".","8.7",".",".","8.7",".",".","",".","",".",".",".","4.3","."
"Graduate","","116","3.871","53.4","14.7","1.7",".",".",".",".","27.6","0.9",".","",".","",".","0.9",".","0.9","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".","",".","",".",".",".",".","."
"","Dept. Total","1426","3.481","40.5","29.9","17.8","4.5","2.5","0.4","0.8","2.9","0.1",".","",".","",".","0.1","0.4","0.1","0.1"
