"ALS","","","","","","","","","","","","","","","","","","","","","",""
"GENETICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","","",""
"","990
075","5","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
076","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
077","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
080","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
083","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","57","3.920","57.9","1.8","1.8",".",".",".",".","26.3","",".",".","",".","12.3","",".",".",".","."
"","993
001","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","993
009","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Seminar in Genetics","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"GENETICS
412","Dept. Total","415","3.090","33.3","9.2","23.9","8.9","14.9","2.4","1.4","4.3","",".",".","",".","1.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","2.591","18.2","9.1","45.5",".","9.1",".","18.2",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","42","2.599","21.4","2.4","28.6","9.5","26.2","9.5","2.4",".","",".",".","",".",".","",".",".",".","."
"Junior","","123","2.700","13.0","5.7","34.1","15.4","27.6","2.4","1.6",".","",".",".","",".",".","",".",".",".","."
"Senior","","85","2.978","25.9","10.6","29.4","14.1","15.3","3.5","1.2",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","261","2.771","18.8","6.9","32.2","13.4","22.6","3.8","2.3",".","",".",".","",".",".","",".",".",".","."
"Special","","33","3.414","66.7","6.1","12.1","6.1","9.1",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","122","3.825","54.9","14.8","9.0",".",".",".",".","15.6","",".",".","",".","5.7","",".",".",".","."
"","Dept. Total","416","3.090","33.2","9.1","23.8","8.9","14.9","2.4","1.4","4.6","",".",".","",".","1.7","",".",".",".","."
