"","999
027","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
032","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
039","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","10","4.000","70.0",".",".",".","",".",".",".","10.0","",".",".","",".","20.0",".",".",".","."
"ELPA
305","Dept. Total","486","3.890","78.4","10.7","3.1","0.2","",".","0.2","0.2","2.9","",".",".","",".","3.1","0.4","0.2","0.2","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".","",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","6","3.150","50.0","16.7","16.7",".","",".","16.7",".",".","",".",".","",".",".",".",".",".","."
"Senior","","25","3.983","96.0","4.0",".",".","",".",".",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","32","3.780","87.5","6.3","3.1",".","",".","3.1",".",".","",".",".","",".",".",".",".",".","."
"Special","","70","3.897","81.4","11.4","4.3",".","",".",".",".",".","",".",".","",".",".","1.4",".","1.4","."
"Graduate","","375","3.896","77.6","10.1","2.9","0.3","",".",".","0.3","3.7","",".",".","",".","4.0","0.3","0.3",".","0.5"
"Prof Yr 1","","1","4.000","100.0",".",".",".","",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","8","3.750","50.0","50.0",".",".","",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","9","3.769","55.6","44.4",".",".","",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","486","3.890","78.4","10.7","3.1","0.2","",".","0.2","0.2","2.9","",".",".","",".","3.1","0.4","0.2","0.2","0.4"
