"","699
010","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Reading","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"Seminar-Ancient History","801
001","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Hist of Philosophy","830
001","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"CLASSICS
244","Dept. Total","392","2.870","22.4","22.7","24.2","3.6","12.5","7.1","5.9","1.0","0.3",".","",".","",".","",".","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","95","2.180","7.4","22.1","16.8","2.1","20.0","15.8","15.8",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","109","2.968","22.9","22.9","29.4","3.7","10.1","7.3","3.7",".",".",".","",".","",".","",".",".",".","."
"Junior","","91","3.217","30.8","24.2","26.4","1.1","13.2","2.2","1.1",".",".",".","",".","",".","",".","1.1",".","."
"Senior","","85","3.072","23.5","23.5","27.1","8.2","8.2","2.4","3.5","2.4","1.2",".","",".","",".","",".",".",".","."
"Undergraduates","","380","2.851","21.1","23.2","25.0","3.7","12.9","7.1","6.1","0.5","0.3",".","",".","",".","",".","0.3",".","."
"Special","","4","3.250","75.0",".",".",".",".","25.0",".",".",".",".","",".","",".","",".",".",".","."
"Graduate","","8","3.906","62.5","12.5",".",".",".",".",".","25.0",".",".","",".","",".","",".",".",".","."
"","Dept. Total","392","2.870","22.4","22.7","24.2","3.6","12.5","7.1","5.9","1.0","0.3",".","",".","",".","",".","0.3",".","."
