"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","29","2.448","17.2","3.4","24.1","10.3","24.1","17.2","3.4",".",".",".",".",".",".",".",".","."
"","002
100","29","2.362","10.3","3.4","27.6","6.9","37.9","6.9","6.9",".",".",".",".",".",".",".",".","."
"","003
100","35","2.824","22.9","5.7","28.6","5.7","28.6","5.7",".","2.9",".",".",".",".",".",".",".","."
"","100
004","26","2.712","11.5","7.7","42.3","3.8","26.9","7.7",".",".",".",".",".",".",".",".",".","."
"","100
005","28","2.375","21.4",".","17.9","10.7","32.1","7.1","10.7",".",".",".",".",".",".",".",".","."
"","100
006","23","3.087","21.7","13.0","43.5","4.3","17.4",".",".",".",".",".",".",".",".",".",".","."
"","100
007","34","2.794","23.5","8.8","26.5","2.9","32.4","2.9","2.9",".",".",".",".",".",".",".",".","."
"","100
008","34","2.985","32.4","2.9","32.4",".","29.4","2.9",".",".",".",".",".",".",".",".",".","."
"","009
100","36","2.944","33.3","2.8","30.6","2.8","25.0","2.8","2.8",".",".",".",".",".",".",".",".","."
"","100
010","25","2.660","20.0","8.0","32.0","4.0","20.0","12.0","4.0",".",".",".",".",".",".",".",".","."
"","100
011","34","2.721","8.8","23.5","20.6","20.6","14.7","11.8",".",".",".",".",".",".",".",".",".","."
"","012
100","33","2.803","18.2","12.1","27.3","9.1","30.3",".","3.0",".",".",".",".",".",".",".",".","."
"","013
100","24","2.604","12.5","4.2","45.8",".","25.0","8.3","4.2",".",".",".",".",".",".",".",".","."
"","100
014","34","2.412","8.8","2.9","35.3","2.9","35.3","11.8","2.9",".",".",".",".",".",".",".",".","."
"Introductory Accounting","Course Total","424","2.700","19.1","7.1","30.4","6.1","27.4","6.8","2.8","0.2",".",".",".",".",".",".",".","."
"","001
211","47","3.043","27.7","10.6","40.4","2.1","12.8","4.3","2.1",".",".",".",".",".",".",".",".","."
"","002
211","46","2.957","19.6","21.7","26.1","13.0","13.0","4.3","2.2",".",".",".",".",".",".",".",".","."
"","003
211","46","2.967","23.9","17.4","28.3","10.9","10.9","6.5","2.2",".",".",".",".",".",".",".",".","."
"","211
004","41","2.805","9.8","19.5","26.8","14.6","26.8","2.4",".",".",".",".",".",".",".",".",".","."
"","005
211","43","2.942","27.9","9.3","30.2","7.0","16.3","9.3",".",".",".",".",".",".",".",".",".","."
"","211
006","47","2.915","19.1","12.8","25.5","25.5","14.9",".","2.1",".",".",".",".",".",".",".",".","."
"","007
211","24","2.896","25.0","12.5","29.2","8.3","16.7","4.2","4.2",".",".",".",".",".",".",".",".","."
"","008
211","46","2.783","17.4","10.9","30.4","15.2","19.6","2.2","4.3",".",".",".",".",".",".",".",".","."
"Prin of Managerial Acctg","Course Total","340","2.916","21.2","14.4","29.7","12.4","16.2","4.1","2.1",".",".",".",".",".",".",".",".","."
"","300
001","40","2.410","10.0","10.0","12.5","20.0","30.0","12.5","2.5","2.5",".",".",".",".",".",".",".","."
"","300
002","39","2.359","7.7","2.6","23.1","2.6","56.4","7.7",".",".",".",".",".",".",".",".",".","."
"","003
300","44","2.591","15.9","4.5","27.3","9.1","34.1","6.8","2.3",".",".",".",".",".",".",".",".","."
"","004
300","44","2.534","15.9",".","25.0","6.8","47.7","2.3","2.3",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","167","2.479","12.6","4.2","22.2","9.6","41.9","7.2","1.8","0.6",".",".",".",".",".",".",".","."
"","301
001","41","3.256","34.1","17.1","29.3","4.9","14.6",".",".",".",".",".",".",".",".",".",".","."
"","301
002","39","2.962","20.5","12.8","33.3","10.3","20.5","2.6",".",".",".",".",".",".",".",".",".","."
"","004
301","41","2.671","12.2","14.6","26.8","2.4","39.0","2.4","2.4",".",".",".",".",".",".",".",".","."
"","301
005","40","2.800","22.5","12.5","17.5","7.5","35.0","5.0",".",".",".",".",".",".",".",".",".","."
"","006
301","42","2.750","14.3","11.9","38.1","9.5","19.0",".","7.1",".",".",".",".",".",".",".",".","."
"Intermediate Accounting I","Course Total","203","2.887","20.7","13.8","29.1","6.9","25.6","2.0","2.0",".",".",".",".",".",".",".",".","."
"","001
302","39","3.000","33.3","12.8","23.1","2.6","20.5","5.1","2.6",".",".",".",".",".",".",".",".","."
"","002
302","43","3.049","25.6","20.9","18.6","11.6","14.0","2.3","2.3","4.7",".",".",".",".",".",".",".","."
"Intermediate Accounting II","Course Total","82","3.025","29.3","17.1","20.7","7.3","17.1","3.7","2.4","2.4",".",".",".",".",".",".",".","."
"","310
001","37","3.139","13.5","29.7","37.8","8.1","5.4","2.7",".","2.7",".",".",".",".",".",".",".","."
"","310
002","41","3.293","14.6","39.0","39.0","4.9","2.4",".",".",".",".",".",".",".",".",".",".","."
"Managerial Cost Accounting","Course Total","78","3.221","14.1","34.6","38.5","6.4","3.8","1.3",".","1.3",".",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
001","17","3.250","5.9","41.2","41.2","5.9",".",".",".","5.9",".",".",".",".",".",".",".","."
"","340
001","21","2.976","9.5","19.0","47.6","4.8","19.0",".",".",".",".",".",".",".",".",".",".","."
"","340
002","37","3.081","10.8","13.5","64.9","2.7","8.1",".",".",".",".",".",".",".",".",".",".","."
"","340
003","40","3.075","12.5","12.5","60.0","7.5","7.5",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 53 of 370"
