"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","105
001","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".",".","6.7",".","."
"","105
002","15","3.692","66.7",".","13.3",".","6.7",".",".",".",".",".",".",".",".","13.3",".","."
"Human Dev; Awareness Proc","Course Total","30","3.852","80.0",".","6.7",".","3.3",".",".",".",".",".",".",".",".","10.0",".","."
"","110
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
002","18","4.000","94.4",".",".",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"Human Dev:Career Strategies","Course Total","37","4.000","97.3",".",".",".",".",".",".",".",".",".",".",".",".","2.7",".","."
"","115
003","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
004","32","3.719","75.0","12.5","3.1",".","9.4",".",".",".",".",".",".",".",".",".",".","."
"","115
005","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
006","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","008
115","14","3.536","64.3","7.1",".","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"","115
009","9","3.929","66.7","11.1",".",".",".",".",".",".",".",".",".",".",".","22.2",".","."
"","115
010","9","3.625","77.8",".",".",".",".","11.1",".",".",".",".",".",".",".","11.1",".","."
"","115
011","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
012","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
013","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
014","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
015","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev: Ed Effectiveness","Course Total","140","3.854","85.7","5.7","0.7","2.9","2.1","0.7",".",".",".",".",".",".",".","2.1",".","."
"Theory & Prac-Interviewing","650
001","123","3.925","83.7","11.4","1.6",".",".",".",".",".",".",".",".",".",".","3.3",".","."
"Theories of Counseling","800
001","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tech&Microskills-Counselors","805
001","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","807
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","807
003","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","807
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","807
005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Suprvsd Pract-Counseling II","Course Total","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Master Intrshp-Cnslg & Guid","810
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Csnlg Psych Tech-Families","825
001","28","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Consultation Proc-Counselor","850
001","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".",".","9.1",".","."
"Stdt Devlp Thry-Stdt Affrs","855
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Multicultural Counseling","860
001","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thry&Prac-Career Interventn","865
001","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","900
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","900
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","900
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","900
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Cnsl Psychology Practicum","Course Total","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Counseling Psychology","925
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch Methods in Cnsl Psych","950
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topcl Rsch-Cnslg Psych&Guid","954
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch-Voc Psych & Career Dev","956
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
