"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","",""
"Read&Rsch-Oper&Info Mgt PhD","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"OTM
238","Dept. Total","660","3.310","32.1","24.4","25.3","10.8","4.7","0.3","0.3","1.5","",".",".","",".","0.3","0.2","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","",""
"Junior","","40","3.025","15.0","20.0","37.5","10.0","17.5",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","284","3.130","19.7","25.0","29.2","16.9","7.4","0.7","0.7","0.4","",".",".","",".",".",".",".",".","."
"Undergraduates","","324","3.117","19.1","24.4","30.2","16.0","8.6","0.6","0.6","0.3","",".",".","",".",".",".",".",".","."
"Special","","13","3.650","38.5","23.1","23.1",".",".",".",".","7.7","",".",".","",".",".",".","7.7",".","."
"Graduate","","312","3.567","45.2","24.4","20.2","5.8","1.0",".",".","2.6","",".",".","",".","0.6","0.3",".",".","."
"Prof Yr 2","","2","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","9","3.389","44.4","11.1","33.3","11.1",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","11","3.409","36.4","27.3","27.3","9.1",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","660","3.310","32.1","24.4","25.3","10.8","4.7","0.3","0.3","1.5","",".",".","",".","0.3","0.2","0.2",".","."
