"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"CAVE","","","","","","","","","","","","","","","","","","","",""
"CAVE","College Total","242","3.761","55.0","24.8","6.2",".","0.4","",".","0.4","6.2","0.4",".",".","5.8","0.4",".","0.4","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","P","I","NW","NR","Other"
"CAVE","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Junior","","11","3.500","36.4","36.4","27.3",".",".","",".",".",".",".",".",".",".",".",".",".","."
"Senior","","38","3.777","57.9","34.2","5.3",".","2.6","",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","49","3.732","53.1","34.7","10.2",".","2.0","",".",".",".",".",".",".",".",".",".",".","."
"Special","","22","3.580","54.5","27.3","9.1",".",".","",".","4.5",".",".",".",".",".",".",".","4.5","."
"Graduate","","171","3.799","55.6","21.6","4.7",".",".","",".",".","8.8","0.6",".",".","8.2","0.6",".",".","."
"","College Total","242","3.761","55.0","24.8","6.2",".","0.4","",".","0.4","6.2","0.4",".",".","5.8","0.4",".","0.4","."
