"","699
033","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
034","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
088","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
089","8","3.643","50.0","12.5","25.0",".",".",".",".","12.5",".","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","14","3.732","71.4","7.1","14.3",".",".",".",".","7.1","",".",".","",".","",".",".",".",".","."
"E P D
348","Dept. Total","1183","3.496","36.4","33.1","19.8","4.7","1.4","0.8","0.4","0.5","",".","1.5","",".","",".","0.3","0.5","0.5","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","608","3.473","29.1","42.4","21.4","4.4","0.8","0.5","0.3",".","",".",".","",".","",".","0.2","0.7",".","0.2"
"Sophomore","","116","3.440","34.5","26.7","26.7","9.5",".","1.7",".",".","",".","0.9","",".","",".",".",".",".","."
"Junior","","137","3.449","37.2","29.2","21.2","6.6","1.5","0.7","1.5",".","",".","1.5","",".","",".",".","0.7",".","."
"Senior","","249","3.524","49.8","22.9","14.9","3.6","3.2","1.6","0.4","0.8","",".","2.4","",".","",".",".","0.4",".","."
"Undergraduates","","1110","3.479","35.3","34.8","20.5","5.0","1.4","0.9","0.5","0.2","",".","0.8","",".","",".","0.1","0.5",".","0.1"
"Special","","49","3.580","36.7","6.1","14.3",".","2.0",".",".","6.1","",".","18.4","",".","",".","4.1",".","12.2","."
"Graduate","","24","3.960","87.5","8.3",".",".",".",".",".","4.2","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1183","3.496","36.4","33.1","19.8","4.7","1.4","0.8","0.4","0.5","",".","1.5","",".","",".","0.3","0.5","0.5","0.1"
