"","999
080","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
090","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
094","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading & Research","Course Total","28","3.942","64.3",".",".",".",".",".","3.6","32.1",".",".","",".",".",".",".",".","."
"SOC
900","Dept. Total","3406","3.125","27.7","20.2","22.0","11.9","8.2","2.5","1.6","3.9","0.0","0.7","",".","0.4","0.2","0.4",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","522","2.779","13.8","17.8","25.9","18.8","15.1","5.6","2.9",".",".",".","",".",".",".","0.2",".","."
"Sophomore","","768","3.059","25.3","19.8","26.7","13.8","9.5","2.0","2.6",".",".",".","",".",".","0.3","0.1",".","."
"Junior","","822","3.130","26.4","22.0","26.4","11.6","7.7","3.0","1.5","0.6",".",".","",".",".","0.1","0.7",".","."
"Senior","","789","3.173","27.5","22.9","22.1","12.7","8.0","2.2","0.9","2.4",".","0.8","",".",".",".","0.4",".","0.3"
"Undergraduates","","2901","3.051","24.1","20.9","25.2","13.8","9.6","3.0","1.9","0.8",".","0.2","",".",".","0.1","0.4",".","0.1"
"Special","","32","3.389","25.0","25.0","6.3","12.5","3.1",".","3.1","18.8",".",".","",".",".","3.1","3.1",".","."
"Graduate","","472","3.823","50.0","15.7","3.8",".","0.2",".",".","21.8","0.2","3.8","",".","3.0","0.6",".",".","0.8"
"Prof Yr 1","","1","2.500",".",".",".","100.0",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","2.500",".",".",".","100.0",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","3406","3.125","27.7","20.2","22.0","11.9","8.2","2.5","1.6","3.9","0.0","0.7","",".","0.4","0.2","0.4",".","0.2"
