"Research and Thesis","Course Total","8","4.000","62.5",".",".",".",".",".",".","25.0","",".",".","",".","12.5",".",".",".","."
"","999
012","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
017","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"DS
359","Dept. Total","571","3.152","25.2","23.1","27.3","10.7","8.4","2.5","1.1","1.2","",".",".","",".","0.2","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","81","2.952","13.6","22.2","35.8","16.0","6.2","4.9","1.2",".","",".",".","",".",".",".",".",".","."
"Sophomore","","101","3.041","19.8","28.7","25.7","9.9","10.9","2.0","3.0",".","",".",".","",".",".",".",".",".","."
"Junior","","143","3.029","17.5","19.6","36.4","12.6","9.1","4.2","0.7",".","",".",".","",".",".",".",".",".","."
"Senior","","203","3.270","30.0","26.1","23.2","9.4","9.4","1.0",".",".","",".",".","",".",".","1.0",".",".","."
"Undergraduates","","528","3.116","22.2","24.2","29.2","11.4","9.1","2.7","0.9",".","",".",".","",".",".","0.4",".",".","."
"Special","","14","3.111","28.6","7.1","14.3","7.1",".",".","7.1","35.7","",".",".","",".",".",".",".",".","."
"Graduate","","29","3.947","79.3","10.3",".",".",".",".",".","6.9","",".",".","",".","3.4",".",".",".","."
"","Dept. Total","571","3.152","25.2","23.1","27.3","10.7","8.4","2.5","1.1","1.2","",".",".","",".","0.2","0.4",".",".","."
