"","999
003","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
015","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
201","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Work","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"COMP LIT
260","Dept. Total","548","3.313","25.7","32.5","25.5","8.2","4.7","0.5","0.5","1.3","",".",".","",".","0.4","",".","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","230","3.224","17.4","35.7","31.3","10.0","3.5","0.9","0.9",".","",".",".","",".",".","",".","0.4",".","."
"Sophomore","","157","3.270","24.2","32.5","26.8","9.6","5.7","0.6","0.6",".","",".",".","",".",".","",".",".",".","."
"Junior","","44","3.352","29.5","27.3","25.0","4.5","9.1",".",".",".","",".",".","",".",".","",".","4.5",".","."
"Senior","","64","3.405","35.9","31.3","15.6","7.8","7.8",".",".","1.6","",".",".","",".",".","",".",".",".","."
"Undergraduates","","495","3.275","23.0","33.3","27.3","9.1","5.3","0.6","0.6","0.2","",".",".","",".",".","",".","0.6",".","."
"Special","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","51","3.730","49.0","25.5","9.8",".",".",".",".","11.8","",".",".","",".","3.9","",".",".",".","."
"","Dept. Total","548","3.313","25.7","32.5","25.5","8.2","4.7","0.5","0.5","1.3","",".",".","",".","0.4","",".","0.5",".","."
