"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"FOLKLORE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","",""
"Introduction to Folklore","100
001","101","3.250","17.8","26.7","29.7","11.9","3.0",".",".","10.9",".",".",".",".",".",".",".","."
"Intro-Mus Cult of the World","103
001","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The African Storyteller","210
001","98","2.979","20.4","17.3","23.5","19.4","10.2","4.1","1.0","4.1",".",".",".",".",".",".",".","."
"Hero&Trickster-Oral Traditn","270
001","21","3.167","42.9","14.3","23.8","9.5",".",".","9.5",".",".",".",".",".",".",".",".","."
"Folklore of Wisconsin","320
001","42","3.350","21.4","26.2","45.2","2.4",".",".",".","4.8",".",".",".",".",".",".",".","."
"Intro-Africn-Amer Performnc","329
001","19","3.363","26.3","26.3","36.8","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"Lit in Trans-Icelandic Saga","346
001","12","3.347","33.3","16.7","25.0","16.7",".",".",".",".",".",".",".",".","8.3",".",".","."
"Myth","360
001","40","3.395","27.5","25.0","37.5","5.0",".",".",".",".",".",".",".",".","2.5",".",".","2.5"
"Indian Folklore","394
001","23","3.318","26.1","21.7","39.1","4.3","4.3",".",".","4.3",".",".",".",".",".",".",".","."
"Dir Stdy-Folklore Undergrad","399
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-American Folklore","630
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"FOLKLORE
380","Dept. Total","373","3.238","25.2","22.8","29.8","10.7","4.0","1.1","0.8","4.8",".",".",".",".","0.5",".",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","2.950","42.9",".","14.3","28.6",".","14.3",".",".",".",".",".",".",".",".",".","."
"Sophomore","","37","3.297","32.4","16.2","37.8","5.4","2.7","2.7",".","2.7",".",".",".",".",".",".",".","."
"Junior","","127","3.174","20.5","28.3","29.9","15.0","3.1",".","2.4","0.8",".",".",".",".",".",".",".","."
"Senior","","187","3.237","23.0","21.9","31.0","9.1","5.3","1.1",".","7.5",".",".",".",".","0.5",".",".","0.5"
"Undergraduates","","358","3.214","23.5","23.2","31.0","11.2","4.2","1.1","0.8","4.5",".",".",".",".","0.3",".",".","0.3"
"Special","","6","3.667","16.7","33.3",".",".",".",".",".","33.3",".",".",".",".","16.7",".",".","."
"Graduate","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","373","3.238","25.2","22.8","29.8","10.7","4.0","1.1","0.8","4.8",".",".",".",".","0.5",".",".","0.3"
