"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Watercolor I","242
001","","8","3.571","50.0","12.5","12.5","12.5",".",".",".","12.5",".",".",".",".",".",".",".","."
"","244
001","","13","3.308","38.5","30.8","23.1",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"","244
002","","15","3.467","40.0","13.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","244
003","","18","3.472","44.4","22.2","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Art Metal I","Course Total","","46","3.424","41.3","21.7","28.3","6.5",".",".","2.2",".",".",".",".",".",".",".",".","."
"","246
001","","13","3.769","76.9","15.4",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","002
246","","14","3.821","64.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","246
003","","14","3.821","78.6","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lettering","Course Total","","41","3.805","73.2","19.5","4.9",".","2.4",".",".",".",".",".",".",".",".",".",".","."
"Color","302
001","","33","3.652","45.5","39.4","15.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Relief Printmaking","306
001","","12","3.708","41.7","58.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","312
001","","8","3.688","62.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","312
002","","14","3.357","35.7","28.6","28.6",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"Intermediate Drawing I","Course Total","","22","3.477","45.5","22.7","27.3",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"","314
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","314
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Sculpture II","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lithography","001
316","","13","3.577","46.2","23.1","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nonstatic Forms","318
001","","10","3.800","80.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Painting I","322
001","","14","3.714","71.4","14.3","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Ceramics II","324
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Etching","326
001","","11","3.318","9.1","63.6","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","328
001","","17","3.647","47.1","41.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","328
002","","14","3.643","50.0","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer in the Visual Arts","Course Total","","31","3.645","48.4","35.5","12.9","3.2",".",".",".",".",".",".",".",".",".",".",".","."
"","332
001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
332","","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","332
003","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Life Drawing II","Course Total","","22","3.773","59.1","36.4","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wood Working","334
001","","13","3.208","7.7","69.2","7.7",".",".",".","7.7","7.7",".",".",".",".",".",".",".","."
"Serigraphy","336
001","","9","3.556","22.2","66.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Watercolor II","342
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Art Metal II","344
001","","11","3.318","54.5","18.2","9.1","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"","346
001","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Typogphy&Graphic Dsgn","Course Total","","26","3.942","88.5","11.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Glassworking","001
354","","11","3.364","27.3","27.3","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","356
001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","356
002","","12","3.750","75.0","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Print Production Techniques","Course Total","","23","3.848","82.6","8.7","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Stage Lighting I","366
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Set Design I","372
001","","7","3.292","28.6","42.9","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","376
001","","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 75 of 370"
