"","775
029","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"","775
030","2","***","","","","","","","","","",".",".",".","",".",".",".","."
"","775
031","2","***","","","","","","","","","",".",".",".","",".",".",".","."
"Externship","Course Total","32","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"MED SC-V
623","Dept. Total","736","3.302","33.0","4.3","10.2","1.0","2.3","0.7","0.1","48.2",".",".",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Prof Yr 1","","48","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"Prof Yr 2","","18","4.000","5.6",".",".",".",".",".",".","94.4",".",".",".","",".",".",".",".","."
"Prof Yr 3","","384","3.214","45.3","8.3","19.5","1.8","4.4","0.8",".","19.8",".",".",".","",".",".",".",".","."
"Prof Yr 4","","359","3.852","18.7",".",".",".",".","0.6","0.3","80.2",".",".",".","",".","0.3",".",".","."
"Professionals","","809","3.302","29.9","4.0","9.3","0.9","2.1","0.6","0.1","53.0",".",".",".","",".","0.1",".",".","."
"","Dept. Total","810","3.302","30.0","4.0","9.3","0.9","2.1","0.6","0.1","53.0",".",".",".","",".","0.1",".",".","."
