"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","8892","3.210","34.0","16.5","21.0","9.2","9.1","1.7","0.9","4.7","",".","1.3","0.0","1.2","0.1","0.1","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"","","2","3.167","50.0",".","50.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Freshmen","","811","2.884","23.6","15.7","23.7","11.8","17.1","2.8","1.8",".","",".","3.3",".",".",".","0.1",".","."
"Sophomore","","974","2.923","22.5","15.5","24.5","12.6","16.9","3.9","1.0",".","",".","2.6",".",".",".","0.4",".","."
"Junior","","1794","2.965","23.1","15.8","27.5","13.7","13.8","2.6","1.7","0.2","",".","1.6",".",".",".","0.2",".","."
"Senior","","2736","3.195","31.3","21.0","24.9","10.4","8.3","1.4","0.8","0.6","",".","1.1","0.0","0.0","0.1","0.1",".","."
"Undergraduates","","6315","3.046","26.6","18.0","25.4","11.9","12.3","2.3","1.2","0.3","",".","1.8","0.0","0.0","0.0","0.2",".","."
"Special","","180","3.126","30.6","12.8","25.6","6.7","7.8","0.6","2.2","6.7","",".","2.8",".","0.6","1.7",".","2.2","."
"Graduate","","2353","3.773","55.1","12.6","8.9","1.5","0.3",".","0.0","16.8","",".","0.1",".","4.4","0.2",".","0.0","."
"Prof Yr 1","","68","2.772","10.3","14.7","20.6","30.9","22.1","1.5",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","6","3.417","33.3","33.3","16.7","16.7",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","14","3.882","64.3","14.3","7.1",".",".",".",".","14.3","",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","3.900","66.7","33.3",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","91","2.983","22.0","16.5","17.6","24.2","16.5","1.1",".","2.2","",".",".",".",".",".",".",".","."
"","College Total","8941","3.210","34.1","16.4","21.0","9.2","9.1","1.7","0.9","4.8","",".","1.3","0.0","1.2","0.1","0.1","0.1","."
