"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","",""
"201
Origins-Scientific Thought","001","90","3.006","22.2","12.2","32.2","17.8","12.2",".","2.2","1.1",".",".",".",".",".",".",".","."
"203
Sci in 20th C:Hist Overview","001","84","2.962","16.7","15.5","29.8","8.3","23.8",".",".","6.0",".",".",".",".",".",".",".","."
"218
History-20th C Am Medicine","001","13","3.346","23.1","46.2","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"280
Hon Sm:Studies-Sci,Tech,Med","001","16","3.688","43.8","50.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"311
Sch&Learning-Medieval World","001","8","3.125","12.5","37.5","25.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"323
Sci Revol:Copernicus-Newton","001","23","3.227","43.5","8.7","17.4","8.7","13.0","4.3",".","4.3",".",".",".",".",".",".",".","."
"504
Society&Health Care-Am Hist","001","14","3.250","42.9","7.1","14.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".","."
"507
Health, Disease & Healing I","001","9","3.444","22.2","44.4","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"512
Galileo & His Forerunners","001","13","3.615","46.2","30.8","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"531
Women & Health-Amer History","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"536
History of Social Sciences","001","6","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"538
Sci in 20th C-His Thems&Iss","001","9","3.778","77.8",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"561
Greek & Roman Med & Phcy","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"623
Studies in Early Modern Sci","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"681","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","2","***","","","","","","","","","","","","","","","",""
"699
Directed Study","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"720
Historiography & Methods","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"903
Smr: Medvl Renaiss&17C Sci","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"907
Smr: History of Technology","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"950
History of Science Colloq","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","12","4.000","41.7",".",".",".",".",".",".","50.0",".",".",".","8.3",".",".",".","."
"999","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","2","***","","","","","","","","","","","","","","","",""
