"TERM : 0982","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 1997-98","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"SPANISH
Dept. Total
912","2862","3.220","29.8","21.9","28.3","7.2","8.3","1.6","1.0","1.6","0.0",".","",".","0.2","0.0","0.1","0.0","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","1244","3.283","30.2","24.4","30.7","5.8","7.0","1.0","0.7","0.1",".",".","",".",".",".",".",".","."
"Sophomore","629","3.172","26.7","20.0","32.3","9.2","8.9","1.3","1.0","0.6",".",".","",".",".",".",".",".","."
"Junior","459","3.084","26.8","19.4","27.0","9.8","12.2","3.3","0.9","0.7",".",".","",".",".",".",".",".","."
"Senior","350","3.069","26.6","22.0","24.0","8.3","9.7","2.6","2.6","3.1","0.3",".","",".",".",".","0.6","0.3","."
"Undergraduates","2682","3.201","28.3","22.2","29.6","7.6","8.7","1.7","1.0","0.7","0.0",".","",".",".",".","0.1","0.0","."
"Special","31","3.232","35.5","19.4","19.4","6.5","9.7",".","3.2","3.2",".",".","",".",".","3.2",".",".","."
"Graduate","147","3.785","54.4","16.3","6.8",".","0.7",".",".","17.7",".",".","",".","4.1",".",".",".","."
"Prof Yr 2","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Dept. Total","2862","3.220","29.8","21.9","28.3","7.2","8.3","1.6","1.0","1.6","0.0",".","",".","0.2","0.0","0.1","0.0","."
