"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","335","2.625","14.9","8.1","25.7","14.3","26.3","9.3","1.5",".",".",".",".",".",".",".",".","."
"","101
002","341","2.469","11.1","9.1","24.0","10.3","31.1","10.6","3.8",".",".",".",".",".",".",".",".","."
"Animal Biology","Course Total","676","2.547","13.0","8.6","24.9","12.3","28.7","9.9","2.7",".",".",".",".",".",".",".",".","."
"","102
001","25","3.460","32.0","36.0","28.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","102
002","26","3.423","53.8","3.8","30.8","3.8","3.8","3.8",".",".",".",".",".",".",".",".",".","."
"","102
003","26","3.327","23.1","30.8","34.6","11.5",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","26","3.673","50.0","38.5","7.7","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","30","3.267","16.7","36.7","33.3","10.0","3.3",".",".",".",".",".",".",".",".",".",".","."
"","102
006","29","3.466","31.0","37.9","27.6",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"","102
007","32","3.339","43.8","6.3","28.1","9.4","9.4",".",".",".",".",".",".",".","3.1",".",".","."
"","102
008","32","3.406","18.8","50.0","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
009","33","3.530","45.5","21.2","27.3","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"","102
010","29","3.759","65.5","27.6","3.4",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"","102
011","18","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
012","27","3.481","44.4","18.5","25.9","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","102
013","27","3.593","55.6","22.2","11.1","7.4","3.7",".",".",".",".",".",".",".",".",".",".","."
"","102
014","26","3.060","30.8","7.7","38.5","3.8","7.7","3.8","3.8",".",".",".",".",".",".","3.8",".","."
"","102
016","29","3.304","34.5","24.1","31.0",".",".","3.4","3.4",".",".",".",".",".",".","3.4",".","."
"","017
102","26","3.135","26.9","19.2","34.6",".","15.4","3.8",".",".",".",".",".",".",".",".",".","."
"","018
102","31","3.468","45.2","12.9","35.5","3.2","3.2",".",".",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","472","3.433","39.2","25.0","25.8","4.7","3.4","0.8","0.4",".",".",".",".",".","0.2","0.4",".","."
"Biological Prin-Soc Impact","120
001","22","3.455","31.8","36.4","22.7","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","151
001","198","2.898","21.7","8.1","36.9","8.1","19.2","4.0","1.5",".",".",".",".",".",".",".",".","0.5"
"","151
002","189","2.881","14.8","16.4","31.2","12.7","21.7","2.6","0.5",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","387","2.890","18.3","12.1","34.1","10.3","20.4","3.4","1.0",".",".",".",".",".",".",".",".","0.3"
"Introductory Biology","152
001","148","2.916","19.6","8.1","41.9","7.4","18.2","4.1","0.7",".",".",".",".",".",".",".",".","."
"Heredity","160
001","14","2.536","14.3","7.1","14.3","14.3","42.9","7.1",".",".",".",".",".",".",".",".",".","."
"Directed Study","199
015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Introductory Ecology","260
001","89","2.882","15.7","24.7","22.5","16.9","10.1","9.0","1.1",".",".",".",".",".",".",".",".","."
"Invertebrate Zoology","300
001","19","2.658","36.8",".","15.8","5.3","21.1","15.8","5.3",".",".",".",".",".",".",".",".","."
"","301
001","8","3.000","37.5",".","25.0",".","37.5",".",".",".",".",".",".",".",".",".",".","."
"","002
301","11","2.409","36.4",".","9.1","9.1","9.1","27.3","9.1",".",".",".",".",".",".",".",".","."
"Invertebrate Zoology Lab","Course Total","19","2.658","36.8",".","15.8","5.3","21.1","15.8","5.3",".",".",".",".",".",".",".",".","."
"Introduction to Entomology","302
001","30","3.433","40.0","36.7","13.3","3.3","3.3",".","3.3",".",".",".",".",".",".",".",".","."
"Limnology-Aquatic Resources","315
001","111","2.824","28.8","6.3","21.6","4.5","26.1","9.0","0.9","2.7",".",".",".",".",".",".",".","."
"","001
316","22","3.273","27.3","18.2","50.0",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"","316
002","22","3.409","50.0","4.5","31.8","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","316
003","22","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lab:Conservatn-Aquatic Rsrc","Course Total","66","3.394","42.4","7.6","43.9","1.5","3.0","1.5",".",".",".",".",".",".",".",".",".","."
"Ethology","330
001","114","2.991","18.4","7.0","51.8","12.3","5.3","4.4","0.9",".",".",".",".",".",".",".",".","."
"Extinction of Species","360
001","150","3.030","12.0","28.0","38.7","7.3","10.7","1.3","2.0",".",".",".",".",".",".",".",".","."
"","380
001","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","380
002","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Honors Proseminar","Course Total","34","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
