"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"519
Masters Level-Trumpet","063","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"523
Masters Level-Euphonium","035","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"531
Masters Level-Violin","025","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"532","002","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"532","040","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Conducting","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"535
Masters Level-Cello","111","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"537
Masters Level-String Bass","066","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"542
Advanced Accompanying","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"547","050","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"547","087","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level Composition","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"55
Basic Bassoon","032","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"561
Organ Improv & Liturgy","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"701
Doctoral Level-Piano","029","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"703
Doctoral Level-Organ","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"713
Doctoral Level-Saxophone","050","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"719
Doctoral Level-Trumpet","063","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"725
Doctoral Level Tuba","035","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"73
Basic Viola","004","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"731","009","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"731","083","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Violin","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"732
Doctoral Level Conducting","038","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"735
Doctoral Level-Cello","111","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"747","027","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"747","087","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level Composition","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"76
Basic Guitar","011","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"79
Basic Harp","113","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","002","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","004","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","006","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","008","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","020","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","025","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","047","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","111","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Recital","Course Total","11","3.985","90.9","9.1","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"999","020","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","027","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","029","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","","","","Page 257 of 370",""
