"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","102
001","23","3.152","8.7","47.8","34.8",".","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"","102
002","25","3.460","24.0","52.0","16.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","25","3.500","24.0","56.0","16.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","004
102","22","3.227","27.3","36.4","18.2","9.1",".","9.1",".",".",".",".",".",".",".",".",".","."
"","102
005","24","3.396","16.7","54.2","25.0",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","102
006","19","3.368","10.5","63.2","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","138","3.355","18.8","51.4","21.0","5.1","1.4","1.4","0.7",".",".",".",".",".",".",".",".","."
"","104
001","16","3.469","12.5","68.8","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","17","3.353","23.5","35.3","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","003
104","16","3.406","31.3","43.8","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","004
104","17","3.500","35.3","41.2","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","66","3.432","25.8","47.0","19.7","3.0","4.5",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Contemp Art","108
001","164","3.512","36.6","41.5","14.6","4.9","1.8",".","0.6",".",".",".",".",".",".",".",".","."
"","112
001","25","3.440","24.0","56.0","16.0",".",".","4.0",".",".",".",".",".",".",".",".",".","."
"","112
002","23","3.333","30.4","30.4","21.7","4.3",".",".","4.3","8.7",".",".",".",".",".",".",".","."
"","112
003","20","3.475","40.0","25.0","25.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","112
004","21","3.525","28.6","42.9","23.8",".",".",".",".",".",".",".",".",".",".",".",".","4.8"
"","112
005","27","3.167","18.5","25.9","37.0","7.4","11.1",".",".",".",".",".",".",".",".",".",".","."
"","112
006","29","3.448","34.5","24.1","37.9","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"","112
007","20","3.375","40.0","20.0","20.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","008
112","21","3.475","33.3","28.6","28.6","4.8",".",".",".","4.8",".",".",".",".",".",".",".","."
"Drawing I","Course Total","186","3.398","30.6","31.7","26.9","5.4","2.2","0.5","0.5","1.6",".",".",".",".",".",".",".","0.5"
"","212
001","22","3.091","22.7","36.4","22.7","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"","212
002","24","3.333","25.0","33.3","29.2","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","212
003","20","3.725","45.0","55.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
004","24","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing II","Course Total","90","3.456","35.6","40.0","16.7","4.4","1.1",".","2.2",".",".",".",".",".",".",".",".","."
"","001
214","21","4.000","95.2",".",".",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"","214
002","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture I","Course Total","43","4.000","97.7",".",".",".",".",".",".","2.3",".",".",".",".",".",".",".","."
"","222
001","15","3.821","66.7","20.0","6.7",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","222
002","18","3.667","61.1","11.1","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
003","15","3.286","46.7","13.3","20.0",".","6.7",".","6.7",".",".",".",".",".",".",".",".","6.7"
"","222
004","19","3.711","47.4","47.4","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","67","3.631","55.2","23.9","14.9",".","1.5",".","1.5","1.5",".",".",".",".",".",".",".","1.5"
"","001
224","15","3.321","13.3","33.3","46.7",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","224
002","18","3.583","27.8","61.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
224","18","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Ceramics I","Course Total","51","3.646","45.1","31.4","17.6",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"Textile Design: Weaving I","229
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","232
001","23","3.870","82.6","13.0",".","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","232
002","18","3.750","55.6","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
232","12","3.409","33.3","8.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".","8.3"
"Life Drawing I","Course Total","53","3.731","62.3","20.8","13.2","1.9",".",".",".",".",".",".",".",".",".",".",".","1.9"
