"","699
020","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Directed Study","Course Total","6","4.000","33.3",".",".",".",".","",".","",".","66.7","",".",".","",".",".","",".",".",".","."
"Pathobiol Sci Rsch Rotation","740
001","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Externship","775
021","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"PATH-BIO
703","Dept. Total","499","3.376","29.9","26.9","26.7","6.0","3.2","",".","",".","7.4","",".",".","",".",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","","","",""
"Graduate","","3","3.400","33.3","33.3","33.3",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 1","","9","3.048","11.1",".","44.4","22.2",".","",".","",".","22.2","",".",".","",".",".","",".",".",".","."
"Prof Yr 2","","497","3.355","24.5","26.8","25.8","5.6","3.2","",".","",".","13.9","",".",".","",".","0.2","",".",".",".","."
"Prof Yr 4","","63","4.000","41.3",".",".",".",".","",".","",".","58.7","",".",".","",".",".","",".",".",".","."
"Professionals","","569","3.376","26.2","23.4","23.2","5.3","2.8","",".","",".","19.0","",".",".","",".","0.2","",".",".",".","."
"","Dept. Total","572","3.376","26.2","23.4","23.3","5.2","2.8","",".","",".","18.9","",".",".","",".","0.2","",".",".",".","."
