"","990
067","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
072","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
073","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
074","4","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","68","3.929","69.1","1.5","2.9",".",".","",".",".","16.2","",".",".","",".","10.3","",".",".",".","."
"AHABS
952","Dept. Total","209","3.590","46.9","14.8","14.8","5.7","8.1","",".","0.5","5.3","",".",".","",".","3.3","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"952
AHABS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","3.068","18.2","20.5","36.4","6.8","18.2","",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","11","3.333","27.3","27.3","27.3","9.1","9.1","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","16","3.150","37.5","25.0","12.5","12.5","12.5","",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","27","2.920","25.9","25.9","7.4","14.8","22.2","",".","3.7",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","98","3.045","24.5","23.5","23.5","10.2","17.3","",".","1.0",".","",".",".","",".",".","",".",".",".","."
"Special","","3","3.125",".","33.3","33.3",".",".","",".",".",".","",".",".","",".",".","",".",".","33.3","."
"Graduate","","106","3.875","68.9","5.7","6.6","1.9",".","",".",".","10.4","",".",".","",".","6.6","",".",".",".","."
"Prof Yr 3","","2","3.875","50.0","50.0",".",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","2","3.875","50.0","50.0",".",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","209","3.590","46.9","14.8","14.8","5.7","8.1","",".","0.5","5.3","",".",".","",".","3.3","",".",".","0.5","."
