"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","5970","3.442","44.3","16.1","21.8","2.5","6.1","0.7","0.3","6.7","0.0","0.2",".","0.4","0.1","0.0","0.0","0.7"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.000","83.3",".","8.3",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"Sophomore","","208","2.575","19.2","6.3","29.3","7.2","31.3","5.3","1.4",".",".",".",".",".",".",".",".","."
"Junior","","490","3.030","30.8","14.1","29.2","8.6","13.7","2.7","0.8","0.2",".",".",".",".",".",".",".","."
"Senior","","911","3.298","36.8","22.3","23.1","6.1","9.0","1.5","0.2","0.5",".","0.1",".",".","0.2","0.1",".","."
"Undergraduates","","1621","3.102","33.1","17.6","25.6","7.0","13.2","2.4","0.6","0.4",".","0.1",".",".","0.1","0.1",".","."
"Special","","120","3.289","25.8","12.5","20.0","1.7","4.2","0.8","0.8","1.7",".","0.8",".",".","0.8","0.8",".","30.0"
"Graduate","","1106","3.753","48.3","16.8","7.6","0.8","0.4","0.1",".","22.2",".","1.0",".","2.3","0.5",".","0.1","."
"Prof Yr 1","","807","3.461","45.4","0.6","29.0","0.6","6.9","0.2",".","17.2",".",".",".",".",".",".",".","."
"Prof Yr 2","","984","3.443","50.1","1.3","39.2",".","7.6",".","0.5","0.7",".",".",".",".",".",".",".","0.5"
"Prof Yr 3","","643","3.511","39.0","39.2","16.5","2.3","1.9",".",".","0.6","0.2",".",".",".",".",".",".","0.3"
"Prof Yr 4","","706","3.770","61.9","28.9","7.2","0.6",".",".",".","1.4",".",".",".",".",".",".",".","."
"Professionals","","3140","3.538","49.3","15.1","24.7","0.8","4.6","0.1","0.2","5.1","0.0",".",".",".",".",".",".","0.2"
"","College Total","5987","3.442","44.2","16.0","21.7","2.5","6.1","0.7","0.3","6.9","0.0","0.2",".","0.4","0.1","0.0","0.0","0.7"
