"Publicatn,Illustratn&Layout","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Internship","601
015","","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Hlth Communication-Info Age","617
001","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","699
015","","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FAM COM
464","Dept. Total","","91","3.405","28.6","34.1","26.4","4.4","2.2","1.1","",".","",".","",".","3.3","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","32","3.531","34.4","43.8","15.6","6.3",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","2","3.250",".","50.0","50.0",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","20","3.225","25.0","20.0","45.0","5.0",".","5.0","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","37","3.401","27.0","32.4","24.3","2.7","5.4",".","",".","",".","",".","8.1","",".","",".","",".",".",".","."
"Undergraduates","","","91","3.405","28.6","34.1","26.4","4.4","2.2","1.1","",".","",".","",".","3.3","",".","",".","",".",".",".","."
"","Dept. Total","","91","3.405","28.6","34.1","26.4","4.4","2.2","1.1","",".","",".","",".","3.3","",".","",".","",".",".",".","."
