"","699
004","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
006","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
007","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","11","3.658","45.5","27.3","27.3",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"AMER IND
140","Dept. Total","149","3.592","59.7","14.8","17.4","4.0","2.0","0.7","0.7","0.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.446","75.0","8.3","8.3",".",".",".","8.3",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","39","3.693","64.1","15.4","17.9","2.6",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","38","3.523","50.0","18.4","23.7","5.3",".","2.6",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","45","3.540","53.3","15.6","17.8","6.7","4.4",".",".","2.2","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","134","3.573","57.5","15.7","18.7","4.5","1.5","0.7","0.7","0.7","",".",".","",".","",".","",".",".",".","."
"Special","","3","3.833","66.7","33.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","11","3.710","81.8",".","9.1",".","9.1",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","149","3.592","59.7","14.8","17.4","4.0","2.0","0.7","0.7","0.7","",".",".","",".","",".","",".",".",".","."
