"","990
066","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
083","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
094","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","8","4.000","25.0",".",".",".",".",".",".","75.0",".",".","",".",".",".",".",".","."
"ECON
296","Dept. Total","3643","2.877","19.9","17.3","22.7","15.2","13.8","5.4","2.0","3.4","0.1",".","",".","0.1","0.0","0.1","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","672","2.682","15.0","16.1","22.2","17.6","15.8","8.9","4.2",".",".",".","",".",".",".","0.3",".","."
"Sophomore","","1142","2.812","14.5","17.5","24.0","20.3","16.7","5.1","1.6","0.2",".",".","",".",".",".",".",".","0.1"
"Junior","","651","2.858","20.0","17.4","23.0","14.1","14.9","7.5","1.8","1.1",".",".","",".",".",".","0.2",".","."
"Senior","","674","2.947","21.7","17.2","22.4","13.9","15.4","4.0","1.5","3.3","0.3",".","",".",".",".","0.1",".","0.1"
"Undergraduates","","3139","2.820","17.3","17.1","23.1","17.1","15.9","6.2","2.2","1.0","0.1",".","",".",".",".","0.1",".","0.1"
"Special","","41","3.295","41.5","12.2","24.4","14.6","2.4",".","2.4","2.4",".",".","",".",".",".",".",".","."
"Graduate","","458","3.472","35.8","18.8","20.1","2.2","1.1","0.2","0.7","19.9","0.2",".","",".","0.7","0.2",".","0.2","."
"Prof Yr 1","","3","3.833","66.7","33.3",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 2","","2","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","5","3.556","40.0","20.0","40.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","3643","2.877","19.9","17.3","22.7","15.2","13.8","5.4","2.0","3.4","0.1",".","",".","0.1","0.0","0.1","0.0","0.1"
