"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"775","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"775","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","32","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
