"","999
038","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
050","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Special Problems","Course Total","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"BIOCHEM
200","Dept. Total","999","3.330","41.1","13.9","19.3","6.3","5.0","1.0","0.8","11.1",".",".",".","1.4",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.125",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","178","2.886","30.3","7.9","27.5","12.4","15.2","3.9","2.8",".",".",".",".",".",".",".",".","."
"Senior","","318","3.353","47.2","13.8","23.6","7.5","5.3","0.9","0.6","0.9",".",".",".",".",".",".",".","."
"Undergraduates","","498","3.168","41.0","11.8","25.1","9.2","8.8","2.0","1.4","0.6",".",".",".",".",".",".",".","."
"Special","","20","2.858","25.0","5.0","30.0","15.0","20.0",".","5.0",".",".",".",".",".",".",".",".","."
"Graduate","","470","3.610","41.5","16.4","13.2","3.0","0.4",".",".","22.6",".",".",".","3.0",".",".",".","."
"Prof Yr 3","","8","3.976","62.5","12.5",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","3.900","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","11","3.962","63.6","18.2",".",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"","Dept. Total","999","3.330","41.1","13.9","19.3","6.3","5.0","1.0","0.8","11.1",".",".",".","1.4",".",".",".","."
