"","990
007","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
010","5","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
013","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
017","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Thesis Research","Course Total","13","4.000","46.2",".",".",".",".",".",".","38.5",".",".","",".","15.4","",".",".",".","."
"E ASIAN
295","Dept. Total","515","3.351","40.8","20.0","16.7","7.2","4.5","1.9","1.4","5.2","0.4","1.4","",".","0.4","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","67","2.956","29.9","20.9","17.9","11.9","6.0","6.0","6.0","1.5",".",".","",".",".","",".",".",".","."
"Sophomore","","88","3.300","37.5","19.3","22.7","9.1","8.0","1.1","1.1",".",".","1.1","",".",".","",".",".",".","."
"Junior","","114","3.392","42.1","15.8","20.2","10.5","5.3","0.9","0.9","3.5",".","0.9","",".",".","",".",".",".","."
"Senior","","141","3.442","39.0","19.1","14.9","5.7","2.8","2.8","0.7","11.3",".","2.8","",".",".","",".","0.7",".","."
"Undergraduates","","410","3.294","38.0","18.5","18.5","8.8","5.1","2.4","1.7","5.1",".","1.5","",".",".","",".","0.2",".","."
"Special","","13","3.057","15.4","15.4","23.1","7.7","15.4",".",".","7.7","7.7","7.7","",".",".","",".",".",".","."
"Graduate","","91","3.771","57.1","26.4","7.7",".",".",".",".","5.5","1.1",".","",".","2.2","",".",".",".","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","515","3.351","40.8","20.0","16.7","7.2","4.5","1.9","1.4","5.2","0.4","1.4","",".","0.4","",".","0.2",".","."
