"","999
005","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
011","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
015","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading","Course Total","7","3.975","85.7","14.3",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"SCAND ST
872","Dept. Total","163","3.420","36.8","28.8","17.8","5.5","3.1","1.2","0.6","2.5","",".",".","",".","",".","1.8","1.2",".","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.330","41.7","20.8","20.8","4.2",".","4.2","4.2",".","",".",".","",".","",".",".","4.2",".","."
"Sophomore","","29","3.386","37.9","27.6","20.7","6.9","3.4","3.4",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","31","3.285","22.6","35.5","19.4","6.5","9.7",".",".","3.2","",".",".","",".","",".","3.2",".",".","."
"Senior","","47","3.430","29.8","38.3","19.1","8.5","2.1",".",".",".","",".",".","",".","",".",".","2.1",".","."
"Undergraduates","","131","3.368","32.1","32.1","19.8","6.9","3.8","1.5","0.8","0.8","",".",".","",".","",".","0.8","1.5",".","."
"Special","","9","3.417","11.1","33.3","22.2",".",".",".",".","22.2","",".",".","",".","",".","11.1",".",".","."
"Graduate","","23","3.891","73.9","8.7","4.3",".",".",".",".","4.3","",".",".","",".","",".","4.3",".",".","4.3"
"","Dept. Total","163","3.420","36.8","28.8","17.8","5.5","3.1","1.2","0.6","2.5","",".",".","",".","",".","1.8","1.2",".","0.6"
