"","999
074","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
084","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
094","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","20","3.964","80.0","5.0",".",".",".",".",".","15.0","",".",".",".",".",".",".",".","."
"CURRIC
272","Dept. Total","2186","3.884","70.3","8.8","2.1","0.3","0.4","0.0","0.3","1.2","",".","15.5","0.0","0.6","0.3","0.0",".","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","3.929","80.0","20.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","47","3.764","72.3","21.3","4.3",".",".",".","2.1",".","",".",".",".",".",".",".",".","."
"Junior","","283","3.877","76.7","10.6","1.1","0.4","0.4",".","0.7",".","",".","9.9","0.4",".",".",".",".","."
"Senior","","1242","3.872","64.3","9.5","1.7","0.3","0.4","0.1","0.3",".","",".","23.3",".",".",".",".",".","0.1"
"Undergraduates","","1577","3.869","66.8","10.1","1.6","0.3","0.4","0.1","0.4",".","",".","20.1","0.1",".",".",".",".","0.1"
"Special","","174","3.884","78.2","2.3","5.7",".","1.1",".",".","0.6","",".","10.9",".",".","1.1",".",".","."
"Graduate","","435","3.932","79.5","6.9","2.1","0.2",".",".",".","6.0","",".","0.7",".","3.2","1.1","0.2",".","."
"","Dept. Total","2186","3.884","70.3","8.8","2.1","0.3","0.4","0.0","0.3","1.2","",".","15.5","0.0","0.6","0.3","0.0",".","0.0"
