"L&S","","","","","","","","","","","","","","","","","","","","",""
"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","718","3.076","27.4","19.5","22.7","11.3","10.0","3.2","1.8","2.9","",".","0.8","",".","0.1","",".","0.1",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","40","2.958","25.0","25.0","15.0","17.5","10.0","5.0","2.5",".","",".",".","",".",".","",".",".",".","."
"Sophomore","206","2.968","24.3","20.9","28.6","10.7","6.8","4.9","3.9",".","",".",".","",".",".","",".",".",".","."
"Junior","244","3.047","22.1","21.7","23.4","13.1","13.1","2.0","1.2","3.3","",".",".","",".",".","",".",".",".","."
"Senior","150","3.006","22.7","17.3","25.3","12.7","14.7","4.0","0.7","2.7","",".",".","",".",".","",".",".",".","."
"Undergraduates","640","3.005","23.1","20.6","25.0","12.5","11.3","3.6","2.0","1.9","",".",".","",".",".","",".",".",".","."
"Special","6","4.000","16.7",".",".",".",".",".",".","66.7","",".",".","",".",".","",".","16.7",".","."
"Graduate","72","3.839","66.7","11.1","4.2","1.4",".",".",".","6.9","",".","8.3","",".","1.4","",".",".",".","."
"Dept. Total","718","3.076","27.4","19.5","22.7","11.3","10.0","3.2","1.8","2.9","",".","0.8","",".","0.1","",".","0.1",".","."
