"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","",""
"","999
024","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
048","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Advanced Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"PHM SCI
718","Dept. Total","1032","3.086","30.7","16.8","24.8","15.1","9.9","0.9","0.7","0.7","",".",".","",".","0.5","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","485","2.990","24.7","13.6","28.9","21.2","10.9","0.4","0.2",".","",".",".","",".",".","",".",".",".","."
"Junior","","154","3.161","26.0","29.2","23.4","11.7","7.8","1.3","0.6",".","",".",".","",".",".","",".",".",".","."
"Senior","","168","3.019","28.6","20.2","26.8","8.3","10.1","3.0","3.0",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","807","3.024","25.8","18.0","27.4","16.7","10.2","1.1","0.9",".","",".",".","",".",".","",".",".",".","."
"Special","","5","3.591","40.0","20.0","20.0",".",".",".",".","20.0","",".",".","",".",".","",".",".",".","."
"Graduate","","104","3.886","80.8","1.0","6.7","1.0",".",".",".","5.8","",".",".","",".","4.8","",".",".",".","."
"Prof Yr 1","","108","3.012","16.7","23.1","24.1","18.5","17.6",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","6","3.778","66.7","16.7","16.7",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","116","3.027","19.8","22.4","23.3","17.2","17.2",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1032","3.086","30.7","16.8","24.8","15.1","9.9","0.9","0.7","0.7","",".",".","",".","0.5","",".",".",".","."
