"L&S","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASIAN AMERICAN STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Asian Amer Studies","101
001","","60","3.373","30.0","21.7","30.0","6.7","3.3",".","",".","","8.3",".","",".",".","",".","",".","",".",".","."
"Survey of Asian Americn Lit","270
001","","16","3.500","37.5","25.0","25.0","6.3",".",".","",".","","6.3",".","",".",".","",".","",".","",".",".","."
"ASIAN AM
184","Dept. Total","","76","3.400","31.6","22.4","28.9","6.6","2.6","",".","",".","7.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","14","2.893","7.1","7.1","57.1","14.3","14.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","20","3.375","30.0","25.0","35.0","10.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","15","3.571","33.3","40.0","20.0",".",".","",".","",".","6.7","",".",".","",".","",".","",".",".",".","."
"Senior","","","25","3.650","44.0","20.0","12.0","4.0",".","",".","",".","20.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","74","3.397","31.1","23.0","28.4","6.8","2.7","",".","",".","8.1","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","","1","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","1","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","76","3.400","31.6","22.4","28.9","6.6","2.6","",".","",".","7.9","",".",".","",".","",".","",".",".",".","."
