"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","114
001","205","2.576","15.6","16.1","20.5","12.7","14.1","16.1","4.4",".",".",".",".",".",".","0.5",".","."
"","002
114","242","2.540","11.2","12.8","23.1","20.2","16.1","9.1","6.2",".",".",".",".",".","0.4","0.8",".","."
"Algebra and Trigonometry","Course Total","447","2.556","13.2","14.3","21.9","16.8","15.2","12.3","5.4",".",".",".",".",".","0.2","0.7",".","."
"","001
130","23","3.065","26.1","17.4","21.7","21.7","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"","130
002","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","130
003","25","3.680","56.0","24.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","130
004","23","3.609","56.5","26.1","4.3","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","005
130","24","3.875","79.2","16.7","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Arithmetical Problm Solving","Course Total","119","3.639","61.3","19.3","10.1","5.9","2.5","0.8",".",".",".",".",".",".",".",".",".","."
"","131
001","35","3.029","22.9","11.4","28.6","22.9","14.3",".",".",".",".",".",".",".",".",".",".","."
"","002
131","27","3.296","51.9","7.4","14.8","14.8","3.7","7.4",".",".",".",".",".",".",".",".",".","."
"","003
131","37","3.708","62.2","16.2","16.2","2.7",".",".",".",".",".",".",".",".",".",".",".","2.7"
"Geom Inference & Reasoning","Course Total","99","3.352","45.5","12.1","20.2","13.1","6.1","2.0",".",".",".",".",".",".",".",".",".","1.0"
"","132
001","20","3.475","35.0","30.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","132
002","20","3.375","40.0","25.0","25.0",".","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","132
003","20","3.575","50.0","15.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Models","Course Total","60","3.475","41.7","23.3","30.0","1.7","1.7","1.7",".",".",".",".",".",".",".",".",".","."
"","001
141","33","2.652","21.2","12.1","18.2","9.1","27.3","6.1","6.1",".",".",".",".",".",".",".",".","."
"","141
002","28","2.518","21.4","7.1","25.0","10.7","14.3","10.7","10.7",".",".",".",".",".",".",".",".","."
"Topics in College Math","Course Total","61","2.590","21.3","9.8","21.3","9.8","21.3","8.2","8.2",".",".",".",".",".",".",".",".","."
"","171
001","158","2.358","13.3","7.6","22.8","9.5","22.8","18.4","5.7",".",".",".",".",".",".",".",".","."
"","171
002","124","2.581","21.8","3.2","35.5","4.8","14.5","12.1","8.1",".",".",".",".",".",".",".",".","."
"Topics in Precalculus","Course Total","282","2.456","17.0","5.7","28.4","7.4","19.1","15.6","6.7",".",".",".",".",".",".",".",".","."
"","001
210","87","2.741","29.9","10.3","18.4","9.2","12.6","14.9","4.6",".",".",".",".",".",".",".",".","."
"","210
002","89","2.798","19.1","12.4","19.1","23.6","21.3","1.1","3.4",".",".",".",".",".",".",".",".","."
"","210
003","94","2.702","16.0","16.0","22.3","13.8","21.3","6.4","4.3",".",".",".",".",".",".",".",".","."
"","210
004","95","3.263","41.1","12.6","22.1","12.6","9.5","1.1","1.1",".",".",".",".",".",".",".",".","."
"","210
005","178","3.222","37.1","23.0","19.7","4.5","9.6","3.9","2.2",".",".",".",".",".",".",".",".","."
"","210
006","84","2.952","19.0","15.5","29.8","15.5","16.7","3.6",".",".",".",".",".",".",".",".",".","."
"Topics-Finite Mathematics","Course Total","627","2.987","28.5","16.1","21.5","12.0","14.4","4.9","2.6",".",".",".",".",".",".",".",".","."
"","211
001","206","2.967","29.6","13.6","18.9","16.0","13.6","3.9","3.4",".",".",".",".",".",".","1.0",".","."
"","002
211","178","2.307","12.9","6.7","21.3","11.8","24.2","14.0","9.0",".",".",".",".",".",".",".",".","."
"Calculus","Course Total","384","2.660","21.9","10.4","20.1","14.1","18.5","8.6","6.0",".",".",".",".",".",".","0.5",".","."
"","213
002","21","3.075","28.6","19.0","23.8","4.8","14.3",".","4.8",".",".",".",".",".",".",".","4.8","."
"","213
003","26","2.712","11.5","7.7","30.8","11.5","38.5",".",".",".",".",".",".",".",".",".",".","."
"","004
213","33","2.985","30.3","9.1","24.2","6.1","27.3","3.0",".",".",".",".",".",".",".",".",".","."
"","005
213","26","3.058","26.9","15.4","23.1","19.2","11.5","3.8",".",".",".",".",".",".",".",".",".","."
"Calc/Intro-Differntl Equats","Course Total","106","2.952","24.5","12.3","25.5","10.4","23.6","1.9","0.9",".",".",".",".",".",".",".","0.9","."
"","221
001","35","2.657","20.0","5.7","22.9","11.4","31.4","5.7","2.9",".",".",".",".",".",".",".",".","."
"","002
221","33","2.258","24.2","3.0","12.1",".","36.4","9.1","15.2",".",".",".",".",".",".",".",".","."
"","221
003","35","2.286","17.1",".","31.4","5.7","20.0","11.4","14.3",".",".",".",".",".",".",".",".","."
"","221
004","168","3.039","25.6","17.3","25.6","16.7","7.7","3.6","2.4","1.2",".",".",".",".",".",".",".","."
"","005
221","86","2.140","11.6",".","23.3","4.7","34.9","16.3","9.3",".",".",".",".",".",".",".",".","."
"","221
006","124","2.907","17.7","17.7","31.5","20.2","4.0","4.8","4.0",".",".",".",".",".",".",".",".","."
"","007
221","33","2.621","18.2",".","39.4","9.1","21.2","6.1","6.1",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 239 of 370",""
