"","990
014","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
037","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","25","4.000","56.0",".",".",".",".",".",".","40.0",".",".",".","4.0",".",".",".","."
"LANGASIA
910","Dept. Total","301","3.657","56.1","18.6","14.3","2.3","0.3","0.7",".","6.3",".",".",".","0.3",".","0.3","0.3","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"910
LANGASIA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.607","50.0","26.7","16.7","3.3",".",".",".",".",".",".",".",".",".",".",".","3.3"
"Sophomore","","35","3.518","37.1","37.1","17.1","8.6",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","43","3.550","51.2","20.9","23.3",".","2.3","2.3",".",".",".",".",".",".",".",".",".","."
"Senior","","52","3.418","42.3","15.4","32.7","5.8",".","1.9",".",".",".",".",".",".",".","1.9",".","."
"Undergraduates","","160","3.515","45.0","23.8","23.8","4.4","0.6","1.3",".",".",".",".",".",".",".","0.6",".","0.6"
"Special","","13","3.596","23.1","23.1","15.4",".",".",".",".","30.8",".",".",".",".",".",".","7.7","."
"Graduate","","128","3.899","73.4","11.7","2.3",".",".",".",".","11.7",".",".",".","0.8",".",".",".","."
"","Dept. Total","301","3.657","56.1","18.6","14.3","2.3","0.3","0.7",".","6.3",".",".",".","0.3",".","0.3","0.3","0.3"
