"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"699","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","11","3.732","72.7","9.1",".","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"701
Construction of Compilers","001","","26","3.462","38.5","30.8","26.9",".",".","3.8",".",".",".",".",".",".",".",".",".","."
"713
Differential Equations","001","","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"717
Numerical Functional Anal","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"726
Nonlinear Progrmg Thry&Appl","001","","18","3.941","83.3","11.1",".",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","","28","3.768","57.1","39.3","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"737
Computer System Performance","001","","29","3.776","69.0","20.7","6.9","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"747
Adv Cmputr Sys Anal Techniq","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","22","3.500","40.9","22.7","31.8","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"760
Machine Learning","001","","20","3.395","45.0","25.0","15.0",".","5.0",".","5.0","5.0",".",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","","27","3.407","44.4","14.8","22.2","14.8","3.7",".",".",".",".",".",".",".",".",".",".","."
"771
Computational Linguistics","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"780
Robot Motion Planning","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"787
Adv Algorithms&Data Structr","001","","41","3.207","36.6","22.0","17.1","14.6","4.9",".","4.9",".",".",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","092","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","9","3.938","77.8","11.1",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"799","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","066","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","092","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","093","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","101","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","104","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","105","","2","***","","","","","","","","","",".",".",".",".",".",".","."
