"EDU","","","","","","","","","","","","","","","","","","","","",""
"EDUCATIONAL POLICY STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"ED POL
Dept. Total
310","454","3.659","47.1","29.3","11.7","2.0","0.4","0.2","",".","4.2","",".","2.9","",".","1.5","0.2","0.2",".","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","24","3.833","83.3","8.3","4.2",".","4.2",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","26","3.288","19.2","30.8","38.5","11.5",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","128","3.594","40.6","41.4","14.8","1.6",".","0.8","",".",".","",".",".","",".",".",".","0.8",".","."
"Senior","111","3.630","48.6","30.6","17.1","2.7",".",".","",".","0.9","",".",".","",".",".",".",".",".","."
"Undergraduates","289","3.600","45.3","33.6","17.0","2.8","0.3","0.3","",".","0.3","",".",".","",".",".",".","0.3",".","."
"Special","34","3.745","58.8","32.4","8.8",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","131","3.812","48.1","19.1","0.8","0.8","0.8",".","",".","13.7","",".","9.9","",".","5.3","0.8",".",".","0.8"
"Dept. Total","454","3.659","47.1","29.3","11.7","2.0","0.4","0.2","",".","4.2","",".","2.9","",".","1.5","0.2","0.2",".","0.2"
