"","990
021","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
023","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
024","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","47","3.877","72.3","8.5",".",".",".",".","2.1","8.5","",".",".","",".","8.5","",".",".",".","."
"F&W ECOL
396","Dept. Total","304","3.539","50.7","20.1","16.4","4.3","3.6","0.3","0.3","2.6","",".","0.3","",".","1.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.000","14.3","14.3","42.9","14.3","14.3",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","14","3.179","28.6","21.4","21.4","14.3","14.3",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","43","3.184","23.3","25.6","25.6","11.6","11.6","2.3",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","91","3.502","49.5","18.7","23.1","4.4","3.3",".",".","1.1","",".",".","",".",".","",".",".",".","."
"Undergraduates","","155","3.350","38.7","20.6","24.5","7.7","7.1","0.6",".","0.6","",".",".","",".",".","",".",".",".","."
"Special","","5","3.500","40.0","40.0","20.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","144","3.762","63.9","18.8","7.6","0.7",".",".","0.7","4.9","",".","0.7","",".","2.8","",".",".",".","."
"","Dept. Total","304","3.539","50.7","20.1","16.4","4.3","3.6","0.3","0.3","2.6","",".","0.3","",".","1.3","",".",".",".","."
