"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","12049","3.687","55.8","18.1","9.9","2.4","1.8","0.4","0.4","4.9","0.1","5.1","0.0","0.4","0.2","0.3","0.0","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","947","3.299","37.5","24.1","20.1","6.5","6.1","1.8","1.0","2.4",".",".",".",".",".","0.5",".","."
"Sophomore","","1399","3.524","45.5","24.1","15.0","4.1","4.0","0.2","0.5","5.7","0.2",".",".",".","0.1","0.5",".","."
"Junior","","2043","3.626","52.6","22.9","11.9","2.3","2.0","0.6","0.7","5.1","0.1","1.4","0.0",".",".","0.2",".","0.1"
"Senior","","4521","3.695","51.9","18.1","9.4","2.3","1.1","0.3","0.2","4.0","0.0","12.1",".",".","0.1","0.3",".","0.1"
"Undergraduates","","8910","3.613","49.5","20.8","12.0","3.1","2.3","0.5","0.5","4.4","0.1","6.5","0.0",".","0.1","0.3",".","0.1"
"Special","","569","3.819","65.6","12.1","6.7","0.4","0.5",".","0.7","8.6",".","3.3",".",".","1.2","0.4","0.5","."
"Graduate","","2548","3.885","75.7","10.1","3.5","0.6","0.3","0.0","0.1","6.1",".","0.6",".","2.1","0.4","0.2",".","0.2"
"Prof Yr 1","","7","3.875","42.9","28.6",".",".",".",".",".","28.6",".",".",".",".",".",".",".","."
"Prof Yr 2","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","12","3.768","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","22","3.808","59.1","31.8",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"","College Total","12049","3.687","55.8","18.1","9.9","2.4","1.8","0.4","0.4","4.9","0.1","5.1","0.0","0.4","0.2","0.3","0.0","0.1"
