"MILITARY SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","",""
"","101
001","24","3.957","87.5","8.3",".",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"","101
002","30","3.883","80.0","16.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
003","27","3.852","81.5","7.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
004","17","3.853","76.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to the Army and ROTC","Course Total","98","3.887","81.6","12.2","5.1",".",".",".",".","1.0",".",".",".",".",".",".",".","."
"Marksmanship","150
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","41","3.878","82.9","9.8","7.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","40","3.800","70.0","25.0","2.5",".","2.5",".",".",".",".",".",".",".",".",".",".","."
"","003
201","26","3.980","92.3","3.8",".",".",".",".",".","3.8",".",".",".",".",".",".",".","."
"Fundamntls-Military Map Rdg","Course Total","107","3.873","80.4","14.0","3.7",".","0.9",".",".","0.9",".",".",".",".",".",".",".","."
"","001
331","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","331
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Mil Leadership & Mgt Theory","Course Total","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mil Comm Skills&Admin Oper","441
001","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","232","3.882","81.9","12.5","4.3",".","0.4",".",".","0.9",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","58","3.893","82.8","10.3","6.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","83","3.822","74.7","18.1","4.8",".","1.2",".",".","1.2",".",".",".",".",".",".",".","."
"Junior","","49","3.932","89.8","8.2","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","41","3.923","85.4","9.8","2.4",".",".",".",".","2.4",".",".",".",".",".",".",".","."
"Undergraduates","","231","3.882","81.8","12.6","4.3",".","0.4",".",".","0.9",".",".",".",".",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","232","3.882","81.9","12.5","4.3",".","0.4",".",".","0.9",".",".",".",".",".",".",".","."
