"PsychophmcRsch&Prac-CSC/VAH","911
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PsychCons&OutptClerk-CSC/VA","922
001","","6","4.000","100.0",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Child Psych Clerk-Mendota","924
001","","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Community Psy Clerk-CSC/MHC","925
001","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PSYCHIAT
814","Dept. Total","","94","3.691","58.5","28.7","8.5","1.1","3.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","3","3.667","33.3","66.7",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","72","3.654","55.6","29.2","9.7","1.4","4.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","16","3.845","68.8","25.0","6.3",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","92","3.689","57.6","29.3","8.7","1.1","3.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","94","3.691","58.5","28.7","8.5","1.1","3.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
