"","999
014","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
035","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
039","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","9","4.000","88.9",".",".",".",".",".",".",".","",".",".","",".","11.1",".",".",".","."
"ED PSYCH
315","Dept. Total","1163","3.482","50.5","18.1","16.5","7.2","5.3","0.9","0.3","0.7","",".",".","",".","0.2","0.2","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","116","2.868","16.4","12.1","24.1","28.4","16.4","2.6",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","237","3.372","40.5","21.1","21.5","8.9","6.3",".","1.3",".","",".",".","",".",".",".","0.4",".","."
"Junior","","237","3.397","41.8","24.1","20.3","5.5","5.9","2.1","0.4",".","",".",".","",".",".",".",".",".","."
"Senior","","205","3.467","48.8","18.0","18.5","6.8","6.3","1.0",".","0.5","",".",".","",".",".",".",".",".","."
"Undergraduates","","795","3.329","39.5","19.9","20.8","10.2","7.7","1.3","0.5","0.1","",".",".","",".",".",".","0.1",".","."
"Special","","46","3.729","58.7","28.3","8.7",".","2.2",".",".","2.2","",".",".","",".",".",".",".",".","."
"Graduate","","322","3.842","76.4","12.4","7.1","0.9",".",".",".","1.9","",".",".","",".","0.6","0.6",".",".","."
"","Dept. Total","1163","3.482","50.5","18.1","16.5","7.2","5.3","0.9","0.3","0.7","",".",".","",".","0.2","0.2","0.1",".","."
