"","999
050","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
063","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
071","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Ind Work-Applied Music","Course Total","9","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"MUS PERF
664","Dept. Total","527","3.778","66.0","22.0","8.7","1.3","0.9","",".","0.2","",".","",".",".","",".","",".","0.2","0.6",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","111","3.667","49.5","37.8","9.9","0.9","1.8","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","69","3.705","62.3","17.4","14.5","4.3",".","",".",".","",".","",".",".","",".","",".","1.4",".",".","."
"Junior","","111","3.751","59.5","26.1","12.6","0.9",".","",".",".","",".","",".",".","",".","",".",".","0.9",".","."
"Senior","","121","3.783","73.6","17.4","5.0","0.8","2.5","",".","0.8","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","412","3.735","61.4","25.2","10.0","1.5","1.2","",".","0.2","",".","",".",".","",".","",".","0.2","0.2",".","."
"Special","","22","3.739","54.5","31.8","9.1","4.5",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","93","3.938","89.2","5.4","3.2",".",".","",".",".","",".","",".",".","",".","",".",".","2.2",".","."
"","Dept. Total","527","3.778","66.0","22.0","8.7","1.3","0.9","",".","0.2","",".","",".",".","",".","",".","0.2","0.6",".","."
