"180
ART HIST","","","","","","","","","","","","","","","","","","","",""
"","990
015","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
017","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","20","3.953","50.0","5.0",".",".",".",".",".","10.0",".",".","",".","35.0",".",".",".","."
"ART HIST
180","Dept. Total","924","3.309","33.1","24.6","23.4","6.9","5.6","1.2","1.3","2.5","0.1",".","",".","0.9","0.3","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","131","3.127","19.1","26.7","34.4","10.7","6.1","0.8","2.3",".",".",".","",".",".",".",".",".","."
"Sophomore","","173","3.342","32.4","28.3","24.9","8.1","3.5","1.2","1.2",".",".",".","",".",".","0.6",".",".","."
"Junior","","229","3.201","28.4","23.1","27.5","7.0","8.3","2.2","1.7","1.3",".",".","",".",".",".","0.4",".","."
"Senior","","237","3.282","31.2","25.3","23.2","7.2","7.6","1.3","1.3","2.1","0.4",".","",".",".","0.4",".",".","."
"Undergraduates","","770","3.243","28.6","25.6","26.8","7.9","6.6","1.4","1.6","1.0","0.1",".","",".",".","0.3","0.1",".","."
"Special","","23","3.814","34.8","13.0","4.3",".",".",".",".","47.8",".",".","",".",".",".",".",".","."
"Graduate","","131","3.759","59.5","20.6","6.9","2.3","0.8",".",".","3.1",".",".","",".","6.1","0.8",".",".","."
"","Dept. Total","924","3.309","33.1","24.6","23.4","6.9","5.6","1.2","1.3","2.5","0.1",".","",".","0.9","0.3","0.1",".","."
