"PHILOSOPHY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","",""
"Research-Philos of Science","Course Total","","2","***","","","","","","","","","","","","","","","",""
"994
Research in Ethics","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"995
Rsch-Soc & Political Philos","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996
Research in Metaphysics","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"997
Research-Aesthetics","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"998
Research-History of Philos","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","032","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","055","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","079","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","111","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","","25","3.974","44.0","4.0",".",".",".",".",".","52.0",".",".",".",".",".",".",".","."
