"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","242","3.513","47.1","26.9","14.5","5.0","3.7","",".","",".","2.1","",".",".","",".","0.4","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","9","2.833","11.1","22.2","11.1","33.3","22.2","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","12","2.570",".","16.7","16.7","33.3","33.3","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","22","3.101","13.6","31.8","22.7","18.2","9.1","",".","",".","4.5","",".",".","",".",".","",".",".",".","."
"Undergraduates","","43","2.889","9.3","25.6","18.6","25.6","18.6","",".","",".","2.3","",".",".","",".",".","",".",".",".","."
"Special","","5","3.813","60.0","40.0",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","193","3.684","55.4","26.4","14.0","0.5","0.5","",".","",".","2.1","",".",".","",".","0.5","",".",".","0.5","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","242","3.513","47.1","26.9","14.5","5.0","3.7","",".","",".","2.1","",".",".","",".","0.4","",".",".","0.4","."
